Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Mặt tiền,Đường vào,Pháp lý,Nội thất,Số tầng,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-khuat-duy-tien-phuong-nhan-chinh-prj-viet-duc-complex/-nha-that-gia-tot-gia-dinh-ban-gap-nha-tam-huyet-3-ngu-110m-tang-dep-nha-moi-gia-7-ty-pr43134485,"Dự án Việt Đức Complex, Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",7 tỷ,110 m²,3 phòng,2 phòng,,,,Đầy đủ,,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/hot-t-luc-nay-dep-tay-ho-lo-goc-truoc-ngo-oto-7-cho-quay-dau-35m-nhinh-7-ty-pr43073230,"Ngõ 38, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội","7,5 tỷ",35 m²,3 phòng,,5 m,4 m,Sổ đỏ,,5 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-ngoc-thuy/ban-vuon-y-long-bien-1-238m-3t-210-ti-o-suong-pr40204603,"Phường Ngọc Thụy, Quận Long Biên, Hà Nội",230 tỷ,1.238 m²,,,40 m,10 m,Sổ đỏ/ Sổ hồng.,Đầy đủ,3 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-ngoc-khanh/toa-chdv-ba-dinh-truoc-3m-gan-o-to-thang-may-dt-60tr-th-56m2-pr42181221,"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Ba Đình, Hà Nội",16 tỷ,81 m²,21 phòng,21 phòng,,"2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-ngac-phuong-dong-ngac/that-100-2-tang-thua-dat-dep-mat-tien-rong-20m-oto-50m-x-6-39-ty-pr43121558,"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","6,39 tỷ",50 m²,2 phòng,,7 m,,Sổ đỏ/ Sổ hồng,,2 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-khu-do-thi-moi-van-phu/ban-gap-ha-dong-view-vi-tri-trung-tam-quan-dt-70m-5-tang-pr42942351,"Dự án KĐT Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",18 tỷ,70 m²,4 phòng,4 phòng,"4,5 m",10 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,Tây - Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-zurich-vinhomes-ocean-park/hot-studio-36m2-dong-nam-toa-1-gia-chi-2-360-ty-lh-pr43025095,"Dự án The Zurich - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,36 tỷ",36 m²,,1 phòng,,,Hợp đồng mua bán,,,,Đông - Nam
https://batdongsan.com.vn/ban-dat-duong-pham-van-dong-phuong-nghia-tan-3/manh-g-ngoai-giao-doan-cau-giay-oto-do-cua-sat-pho-thua-dep-45m-nhinh-10-ty-pr43126659,"Đường Phạm Văn Đồng, Phường Nghĩa Tân, Cầu Giấy, Hà Nội","10,8 tỷ",45 m²,,,6 m,4 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quang-trung-phuong-yen-nghia-1/can-ban-gap-phan-lo-sat-doi-tiem-nang-tang-gia-cuc-lon-dt50m-4tang-nhinh-11-ty-pr43104468,"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,50 m²,4 phòng,4 phòng,"4,5 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,Đông - Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-linh-duong-phuong-hoang-liet-prj-tay-nam-ho-linh-dam/ban-dam-pr38976656,"Dự án Tây Nam Hồ Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Thỏa thuận,150 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-xa-ba-trai/-nghi-duong-vi-tc-loanh-quanh-4-ty-hon-900m-gan-dg-dt-87-view-nui-lh-pr43134476,"Xã Ba Trại, Ba Vì, Hà Nội",Thỏa thuận,925 m²,,,30 m,4 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-trieu-prj-khu-do-thi-moi-cau-buou/ban-gia-tu-8ty-can-56m2-so-do-pr39371110,"Dự án KĐTM Cầu Bươu, Xã Tân Triều, Thanh Trì, Hà Nội",13 tỷ,60 m²,,,,,Sổ đỏ,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-tao-prj-n01-t6-ngoai-giao-doan/ban-truc-03-3pn-tai-n01t6-slot-o-to-lh-pr42986287,"Dự án N01-T6 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội","14,6 tỷ",104 m²,3 phòng,2 phòng,,,Hợp đồng mua bán,Cơ bản,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/kiot-linh-dam-chung-cu-linh-dam-tu-50-trieu-m2-khu-hh-linh-dam-noi-pr36602647,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",50 triệu/m²,180 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-van-phuc-phuong-van-phuc-1/ban-gap-6-tang-thang-may-ngay-canh-galaxy-45m2-full-noi-that-8-ty-7-pr42368767,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội","8,7 tỷ",45 m²,4 phòng,4 phòng,4 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/ban-120m2x4t-lo-goc-sieu-kinh-doanh-cach-hanh-hoa-50m-gia-30-ty-pr43133600,"Khu đô thị mới Xa La, Phùng Hưng, Phúc La, Hà Đông, Hà Nội",30 tỷ,120 m²,,,20 m,,,,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-xa-la-phuong-phuc-la/chinh-chu-gui-ban-phan-lo-cao-cap-5-tang-co-thang-may-full-noi-that-8-6-ty-pr43106218,"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội","8,6 tỷ",38 m²,3 phòng,3 phòng,,6 m,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/toan-bo-quy-17t10-gia-chi-tu-4-x-ty-pr41520389,"Dự án Trung Hòa Nhân Chính, Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội","5,2 tỷ",92 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/hang-xom-gui-ban-100m2-3-ngu-2-vs-gia-7-4-ty-pr43127675,"Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","7,4 tỷ",100 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-duy-hung-phuong-trung-hoa-4/ban-toa-van-phong-pho-dien-tich-80m2x-10-tang-thang-may-mt-6-6m-gia-29-5-ty-pr42500921,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",27 tỷ,80 m²,2 phòng,9 phòng,"6,6 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,10 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/anh-ban-9-6-ty-140m2-4-ngu-3-vs-phu-p-gia-dinh-full-do-pr42909925,"Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","9,6 tỷ",140 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-xa-tan-trieu-prj-eco-green-city/ban-ct1-95-m2-3pn-2wc-goc-bc-dong-nam-a-hau-co-ban-cong-gia-6-ty-pr42890937,"Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",6 tỷ,95 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-van-phu-phuong-phu-la/ban-giup-chu-long-phan-lo-via-he-50m2-5-tang-gia-15ty-pr43075601,"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",15 tỷ,50 m²,,,,,Có sổ,,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-dinh-phuong-khuong-dinh/thanh-xuan-ccmn-dong-tien-o-to-phan-lo-sat-pho-doanh-thu-1-2-ty-nam-pr42943765,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",23 tỷ,80 m²,15 phòng,14 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ. Thang máy.,9 tầng,,
https://batdongsan.com.vn/ban-dat-xa-thuy-xuan-tien/chinh-chu-anh-hoang-gui-ban-lo-gan-ubnd-sieu-dep-242m2-gia-dau-tu-2ty7-pr43075666,"Xã Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","2,7 tỷ",242 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-duong-lam-1-phuong-van-quan/ban-pho-ha-dong-46-2m-3-04m-mat-tien-cho-o-to-do-cua-phu-hop-buon-ban-kinh-doanh-pr43074569,"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội","11,7 tỷ","46,2 m²",3 phòng,3 phòng,"3,04 m",,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-phuc-dong/chinh-chu-ban-6-8-ty-42m2-dep-nhieu-tien-ich-tai-long-bien-ha-noi-pr43134439,"Phường Phúc Đồng, Long Biên, Hà Nội","6,8 tỷ",42 m²,6 phòng,4 phòng,"4,1 m","1,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,Tây - Bắc,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-dinh-giot-phuong-la-khe/ban-ho-anh-ban-5-tang-thang-may-oto-do-trong-gia-13ty3-pr43078679,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội","13,3 tỷ",55 m²,5 phòng,,,,Sổ đỏ,,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-golden-palm-le-van-luong/-chu-ban-3pn-dt-125m-san-so-full-noi-that-co-slot-gia-9-2-ty-pr43134437,"The Golden Palm Lê Văn Lương, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội","9,2 tỷ",125 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/cdt-tsq-chinh-thuc-ra-hang-toa-hh02-du-an-the-tower-37-tang-da-dang-65m2-pr43100286,"Dự án Tháp đôi Kepler Land, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội",78 triệu/m²,65 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,Đầy đủ,,Nam,Bắc
https://batdongsan.com.vn/ban-dat-xa-nam-hong-3/ban-100m2-dong-anh-kinh-doanh-bat-chap-2-duong-truoc-sau-2-thoang-via-he-rong-pr43134434,"Xã Nam Hồng, Đông Anh, Hà Nội",Thỏa thuận,100 m²,,,,25 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-phao-dai-lang-phuong-lang-thuong/phan-lo-chua-mat-ngo-o-to-tranh-via-he-da-bong-ngo-thong-kinh-doanh-dong-tien-59m2-5t-pr43132298,"Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội","19,8 tỷ",59 m²,7 phòng,7 phòng,,8 m,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-nhan-chinh/toa-van-ng-phan-lo-oto-tranh-n-thanh-xuan-dt-65m2x-9-tang-gia-32-ty-pr42513139,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",32 tỷ,65 m²,4 phòng,8 phòng,"5,4 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-the-link-345-ct1/chinh-chu-ban-ciputra-tang-trung-114m2-view-cong-vien-cay-xanh-gia-9-ty-da-co-so-do-san-gd-pr42977671,"Dự án The Link 345-CT1, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",9 tỷ,114 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Nam,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-dai-nghia-phuong-bach-khoa/ban-hai-ba-trung-ha-noi-38m2-5t-mat-tien-3-8m-o-to-vao-gia-chi-10-ty-pr43134421,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",10 tỷ,38 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-thu-do-phuong-giap-bat/-vip-view-vuon-hoa-via-he-oto-tranh-mua-them-quan-he-pr43134416,"Đường Trần Thủ Độ, Phường Giáp Bát, Hoàng Mai, Hà Nội",56 tỷ,286 m²,4 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/ban-lo-goc-41-ty-dt-222-5m2-mt-29m-3-tang-tho-d-kdt-ha-dong-pr43134281,"KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",41 tỷ,"222,5 m²",4 phòng,5 phòng,29 m,12 m,Sổ đỏ/ Sổ hồng,Không nội thất,3 tầng,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-song-set-phuong-giap-bat/dong-tien-40-trieu-thang-70m2-x-7t-mt-4m-11-pn-thoang-sang-o-to-tranh-thang-may-xin-15-5ty-pr43134412,"Đường Bờ Sông Sét, Phường Giáp Bát, Hoàng Mai, Hà Nội","15,5 tỷ",70 m²,11 phòng,11 phòng,,,Sổ đỏ.,"Trang bị nội thất cơ bản: Giường, tủ, điều hòa, nóng lạnh, bếp, máy giặt chung/riêng tùy căn.",7 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-duong-van-be-phuong-vinh-tuy/46-m2-5-t-pho-timescity-moi-lo-goc-pr43134411,"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","8,68 tỷ",46 m²,3 phòng,4 phòng,5 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,Tây - Bắc,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nam-trung-yen-phuong-yen-hoa-2/hiem-ban-toa-a14-khu-do-thi-yen-pr43132400,"Đường Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội","5,65 tỷ",75 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-khu-do-thi-my-dinh-ii/ban-ct5-dn1-tran-huu-dinh-pr43132448,"Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","5,95 tỷ",83 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/hot-ban-3pn-ban-cong-bac-100m2-tang-trung-cao-gia-7-9-ty-da-co-so-riverside-pr43134271,"Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội","7,9 tỷ",100 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Nam,Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-thi-tran-tram-troi-prj-khu-do-thi-moi-lideco-bac-quoc-lo-32/ban-kdt-hoai-duc-145m2-5t-full-tien-ich-o-suong-gia-cuc-em-pr43134402,"Khu đô thị mới Lideco - Bắc Quốc lộ 32, Quốc lộ 32, Trạm Trôi, Hoài Đức, Hà Nội","23,5 tỷ",145 m²,4 phòng,4 phòng,10 m,7 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-dat-duong-35-xa-hong-ky-1/k-the-bo-lo-f0-chi-nhinh-1ty-tai-tan-yen-tho-cu-100-dien-tich-tu-100m-108m-4-5m-pr43134399,"Đường 35, Xã Hồng Kỳ, Sóc Sơn, Hà Nội","1,5 tỷ",101 m²,,,5 m,"4,5 m",Sổ đỏ/ Sổ hồng,,,Nam,
https://batdongsan.com.vn/ban-nha-rieng-phuong-kien-hung/sieu-pham-lo-goc-5-tang-dep-nhu-mo-full-noi-that-cao-cap-mau-luong-gia-chi-5-x-ty-pr43131997,"Phường Kiến Hưng, Hà Đông, Hà Nội","5,45 tỷ",46 m²,3 phòng,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-duong-hoa-thach-xa-hoa-thach/truc-kieu-mau-dang-sua-rai-ap-phan-167m2-gia-cuc-ky-hop-ly-vi-tri-pr42715124,"Đường Hoà Thạch, Xã Hòa Thạch, Quốc Oai, Hà Nội","22,5 triệu/m²",167 m²,,,5 m,6 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/ban-2pn-1wc-dt-54-2m-gia-3-38-ty-full-do-san-so-bc-dong-nam-toa-s2-city-pr43134395,"Vinhomes Smart City , Tây Mỗ, Nam Từ Liêm, Hà Nội","3,38 tỷ","54,2 m²",2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-4-xa-hoang-kim-1/2-6xx-toi-co-ngay-lo-full-tho-cu-2-oto-tranh-nhau-vai-phut-den-4-tai-me-linh-pr43128056,"Đường Vành Đai 4, Xã Hoàng Kim, Mê Linh, Hà Nội",Thỏa thuận,84 m²,,,"4,64 m",5 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-dang-ninh-phuong-phuc-la/co-huong-gui-ban-dep-kd-sam-uat-50m2-mt-5m-gia-chi-17ty5-pr43134387,"Đường Trần Đăng Ninh, Phường Phúc La, Hà Đông, Hà Nội","17,5 tỷ",50 m²,,,5 m,,,,,,
https://batdongsan.com.vn/ban-dat-duong-lac-long-quan-phuong-buoi/chu-nha-can-ban-trung-tam-giao-diem-cua-3-dien-tich-168m-mat-tien-dep-gia-tot-pr43005005,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội","32,99 tỷ",168 m²,,,77 m,"3,5 m",Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-khuyen-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/-kdt-55-ty-dt-so-230m2-mt-10m-trung-tam-ha-dong-pr42342486,"KĐT Văn Quán, Đường Nguyễn Khuyến, Phường Phúc La, Hà Đông, Hà Nội",55 tỷ,230 m²,5 phòng,5 phòng,10 m,12 m,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-my-xa-van-phuc-2/3-can-lien-ke-u-o-thanh-tri-ha-noi-moi-can-40-met-vuong-gia-4-65-ti-pr42774097,"Đường Đông Mỹ, Xã Vạn Phúc, Thanh Trì, Hà Nội","4,65 tỷ",40 m²,4 phòng,4 phòng,4 m,3 m,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-nghia-tan-3/-xd-70m2-mt-4-5m-gia-26-ty-via-he-o-to-tranh-lh-em-vu-pr43125992,"Đường Nguyễn Văn Huyên, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",26 tỷ,70 m²,6 phòng,5 phòng,"4,5 m",9 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-khuong-thuong/ban-tai-dong-da-ha-noi-18-55-ty-62-5m2-kinh-doanh-chinh-chu-pr43134382,"Phường Khương Thượng, Đống Đa, Hà Nội","18,55 tỷ","62,5 m²",4 phòng,3 phòng,5 m,5 m,Sổ đỏ/ Sổ hồng,Cơ bản,3 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-phuc-la/lo-goc-kdt-xa-o-to-do-cua-thang-may-36m2-x-5-tang-8-6-ty-pr43126897,"Phường Phúc La, Hà Đông, Hà Nội","8,6 tỷ",36 m²,3 phòng,3 phòng,,4 m,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,,
https://batdongsan.com.vn/ban-dat-duong-hoa-thach-xa-hoa-thach/220-mt-8m-vuong-van-tho-cu-100m-tai-quoc-oai-vi-tri-dac-dia-dep-khu-dan-cu-pr42943208,"Đường Hoà Thạch, Xã Hòa Thạch, Quốc Oai, Hà Nội",14 triệu/m²,220 m²,,,"8,3 m",4 m,Sổ đỏ/ Sổ hồng,,,Đông,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/minh-chinh-chu-ban-88m2-toa-no2-16-09-tai-du-an-linh-dam-pr42671951,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",5 tỷ,88 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,Cơ bản,,Bắc,Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-chinh-phuong-thanh-xuan-trung/chi-49-8-ty-lo-goc-195m-9-tang-thang-may-pr41734467,"Đường Trường Chinh, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","49,8 tỷ",195 m²,3 phòng,3 phòng,8 m,40 m,Sổ đỏ/ Sổ hồng,Đầy đủ,2 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-xa-thanh-liet/-dong-tien-40tr-1-thang-9-phong-full-do-so-7-3-ty-pr42875035,"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội","7,3 tỷ",38 m²,9 phòng,9 phòng,"3,2 m","2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-dat-duong-hoa-thach-xa-hoa-thach/hon-2-ty-a-c-so-huu-lo-dien-tich-120m2-tai-quoc-oai-vi-tri-khu-dan-cu-pr42518578,"Đường Hoà Thạch, Xã Hòa Thạch, Quốc Oai, Hà Nội","19,5 triệu/m²",120 m²,,,8 m,4 m,Sổ đỏ/ Sổ hồng.,,,Đông,
https://batdongsan.com.vn/ban-nha-rieng-pho-chua-lang-phuong-lang-thuong/-48m2-5-tang-o-luon-ngo-rong-2-thoang-truoc-sau-dep-full-noi-that-o-suong-pr41065572,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội","8,45 tỷ",43 m²,5 phòng,,4 m,3 m,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huu-hung-phuong-tay-mo/-p-lo-o-to-gan-ngo-rong-dt-35m2x-5t-3pn-6-2-ty-pho-nam-tu-liem-pr43065613,"Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","6,2 tỷ",35 m²,3 phòng,4 phòng,"3,6 m",4 m,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-phuong-thanh-xuan-bac/-48m2-gia-7-3-ty-cach-duong-o-to-tranh-30m-pr43134273,"Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội","7,3 tỷ",48 m²,4 phòng,3 phòng,,2 m,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-khuong-thuong-phuong-khuong-thuong/ban-vi-tri-dinh-dong-da-25m2-3-tang-mat-tien-dinh-5m-o-to-qua-cua-kdoanh-nho-pr43006906,"Phố Khương Thượng, Phường Khương Thượng, Đống Đa, Hà Nội","6,9 tỷ",25 m²,,,"5,1 m",,Sổ đỏ/ Sổ hồng,Cơ bản,3 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-quoc-khai-phuong-hoang-liet/ban-chinh-chu-170m2-o-to-tranh-vao-kinh-doanh-canh-khu-do-thi-tay-nam-linh-dam-pr43098143,"Đường Bùi Quốc Khái, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20 tỷ,170 m²,4 phòng,4 phòng,"7,8 m",6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-duc-giang-phuong-thuong-thanh-1/ban-moi-long-bien-6-tang-thang-may-via-he-o-to-tranh-chi-10-x-ty-pr43084772,"Đường Đức Giang, Phường Thượng Thanh, Long Biên, Hà Nội","10,95 tỷ",40 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-giap-nhat-phuong-nhan-chinh/rat-hiem-ban-sieu-dong-tien-t-o-to-lo-goc-168m2-9-tang-32-can-ho-cao-cap-pr42519240,"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội","47,8 tỷ",168 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,9 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-dinh-phuong-thuong-dinh/ban-chung-cu-mini-ngo-nong-3-gac-7-tang-thang-may-dt-55tr-th-gia-12-ty-300tr-pr43121926,"Đường Khương Đình, Phường Thượng Đình, Thanh Xuân, Hà Nội","12,3 tỷ",44 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
