Link,Địa chỉ,Mức giá,Diện tích,Pháp lý,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Nội thất,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-nhan-chinh/-cao-cap-3-ngu-tang-full-noi-that-dang-cap-ve-o-ngay-pr43102371,"Phường Nhân Chính, Thanh Xuân, Hà Nội",10 tỷ,106 m²,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,,,Đầy đủ,Đông - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-trong-tan-phuong-la-khe/ban-2-135m2-mt-5m-via-he-10m-gia-31-5ty-pr43000230,"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội","31,5 tỷ",135 m²,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,1 tầng,5 m,40 m,Không nội thất,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/em-ban-110m-3-ngu-2vs-cao-cap-360-124-lh-pr41630696,"Mipec Rubik 360, Số 122 - 124, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",8 tỷ,95 m²,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,,,Cơ bản,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-anland-complex/ban-75m2-tai-annd-ha-dong-5-ty-vnd-chi-voi-pr42984823,"Anland Complex, Tố Hữu, La Khê, Hà Đông, Hà Nội",5 tỷ,75 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-duong-tay-mo-phuong-tay-mo/sot-lai-lo-hon-1ty-nam-tu-liem-ha-noi-pr39697105,"Ngõ 180, đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","3,9 tỷ",35 m²,Sổ đỏ/ Sổ hồng,,,,4 m,"2,5 m",,,
https://batdongsan.com.vn/ban-dat-duong-di-ai-xa-di-trach/9-5-ty-chia-lo-xay-ccmn-o-100m2-mat-tien-7-5m-lo-goc-3m-trach-pr42352978,"Đường Di Ái, Xã Di Trạch, Hoài Đức, Hà Nội","10,35 tỷ",90 m²,Sổ đỏ/ Sổ hồng,,,,6 m,3 m,,,
https://batdongsan.com.vn/ban-dat-duong-doi-can-phuong-doi-can/ban-ngo-279-vi-tri-vang-tt-ba-dinh-oto-vao-nha-dt-77-m2-mat-tien-8m-pr43105072,"Ngõ 279, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","23,5 tỷ",77 m²,Sổ đỏ/ Sổ hồng,,,,8 m,4 m,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-an-khanh-4-prj-the-golden-an-khanh/chinh-chu-b-nhh-goc-66m2-2n2vs-toa-khh-full-noi-that-xin-so-s-so-gia-tot-pr43086335,"Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội","3,3 tỷ",66 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Đầy đủ,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-o-cho-dua-phuong-o-cho-dua/-ch-66-m2-via-he-da-bng-1-ng-t-tranh-kinh-danh-dng-tien-cuc-tt-nhinh37-ty-pr43105064,"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",37 tỷ,66 m²,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,6 tầng,5 m,23 m,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-lac-long-quan-phuong-nhat-tan-2/ban-lonn-tay-ho-lh-pr41034290,"Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",78 tỷ,115 m²,Sổ đỏ/ Sổ hồng,6 phòng,8 phòng,8 tầng,"9,4 m",30 m,Đầy đủ,Tây,Tây
https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-kim-ma/ban-ba-dinh-36m2-5-tang-t-tien-rong-o-to-qua-kinh-doanh-tot-vo-van-tien-ich-pr43104169,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội","13,8 tỷ",36 m²,Sổ đỏ/ Sổ hồng,,,5 tầng,"4,3 m",5 m,Cơ bản,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-trung-van-phuong-trung-van-prj-toa-nha-intracom1-trung-van/ban-intracom-can-dep-dien-tich-144m-gia-tot-chi-33-ty-pr43104150,"Dự án Intracom1, đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",33 tỷ,144 m²,Sổ đỏ/ Sổ hồng.,,,5 tầng,,,,Bắc,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-canopy-residences-vinhomes-smart-city/sieu-hiem-quy-3-ngu-opy-dt-80-93-2-m2-gia-tu-74-tr-m2-thang-7-2025-nhan-nha-pr42552313,"Dự án The Canopy Residences - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",73 triệu/m²,"93,2 m²",Hợp đồng mua bán,3 phòng,2 phòng,,,,Cơ bản,,Tây - Bắc
https://batdongsan.com.vn/ban-dat-duong-ngoa-long-phuong-minh-khai_1/6-5-ty-chia-lo-xay-ccmn-o-65m2-mat-tien-6-5m-lo-goc-3m-khai-pr42384002,"Đường Ngọa Long, Phường Minh Khai, Bắc Từ Liêm, Hà Nội","8,16 tỷ",68 m²,Sổ đỏ/ Sổ hồng,,,,6 m,3 m,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyet-que-phuong-viet-hung-2/lo-goc-vinhome-riverside-dang-cap-thuong-luu-pr43102380,"Đường Nguyệt Quế, Phường Việt Hưng, Long Biên, Hà Nội",65 tỷ,180 m²,Sổ đỏ/ Sổ hồng,,,4 tầng,8 m,12 m,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tam-trinh-phuong-yen-so/50m2-6t-phan-lo-q-hoang-mai-o-to-tranh-o-sieu-sang-kinh-doanh-dinh-via-he-da-bong-pr43105151,"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",Thỏa thuận,50 m²,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,6 tầng,"5,2 m",12 m,,Đông,Đông
https://batdongsan.com.vn/ban-dat-duong-cu-da-xa-dang-xa/ban-tai-ng-gia-lam-ha-noi-86-trieu-m2-81-m2-hang-hiem-gia-tot-pr42886325,"Đường Cự Đà, Xã Đặng Xá, Gia Lâm, Hà Nội",86 triệu/m²,81 m²,Sổ đỏ/ Sổ hồng,,,,6 m,15 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-an-thang-phuong-bien-giang/b-gap-34m2-3-35-ty-7pn-3wc-thg-gig-ha-dong-ha-noi-pr42830139,"Đường An Thắng, Phường Biên Giang, Hà Đông, Hà Nội","3,35 tỷ",34 m²,Sổ đỏ/ Sổ hồng,7 phòng,3 phòng,4 tầng,"3,1 m",3 m,Đầy đủ,Đông,Đông
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-cu-1-phuong-gia-thuy/ban-110m2-24-9-ty-phan-lo-o-to-tranh-kinh-doanh-sam-uat-hiem-pr42779325,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội","24,9 tỷ",110 m²,Sổ đỏ/ Sổ hồng,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-an-khanh-4/b-gap-khh-hoai-duc-41-m2-x-4-tg-full-noi-that-gia-chi-5-ty-pr42777076,"Xã An Khánh, Hoài Đức, Hà Nội",5 tỷ,41 m²,Sổ đỏ/ Sổ hồng,5 phòng,4 phòng,4 tầng,"4,5 m",3 m,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-xa-duc-thuong/duy-nhat-con-sot-lai-e-a-hau-gia-chi-3-x-ty-lh-pr43105125,"Xã Đức Thượng, Hoài Đức, Hà Nội",Thỏa thuận,43 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-dai-nghia-phuong-bach-khoa/ban-5t-quan-hai-ba-trung-ha-noi-dt-50m-gia-13-3-ty-pr43105014,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội","13,3 tỷ",50 m²,Sổ đỏ/ Sổ hồng,5 phòng,4 phòng,5 tầng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duc-giang-2-prj-khu-do-thi-viet-hung/ban-bt-08-long-bien-ha-noi-dang-cap-gia-chu-pr43104970,"Dự án Việt Hưng, Phường Đức Giang, Long Biên, Hà Nội",69 tỷ,228 m²,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,4 tầng,14 m,25 m,Đầy đủ.,Tây - Nam,Tây - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-van-xuan-xa-di-trach/5-6-ty-khong-o-thi-cho-thue-can-40m2-x-3-8m-x-5t-x-6pn-3m-cach-oto-200m-lai-hd-pr43105126,"Lai Xá, Đường Vạn Xuân, Xã Di Trạch, Hoài Đức, Hà Nội","5,6 tỷ",40 m²,Sổ đỏ/ Sổ hồng,6 phòng,4 phòng,5 tầng,"3,8 m",3 m,Cơ bản,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-mai-phuong-hoang-van-thu-4/ban-dep-dan-xay-chac-chan-o-to-7-cho-do-cua-5-tang-full-noi-that-13-8-ty-pr42973916,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","13,8 tỷ",63 m²,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,5 tầng,"5,3 m",5 m,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-xa-kim-no/chinh-chu-ban-phan-lo-ban-co-thon-cau-thang-long-dong-anh-102m2-mt-6m-ngo-o-to-tranh-pr43105119,"Kim Nỗ, Đông Anh, Hà Nội","7,2 tỷ",102 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,1 tầng,7 m,4 m,Cơ bản,,
https://batdongsan.com.vn/ban-dat-duong-kim-lam-thi-tran-kim-bai/o-to-vao-gan-ubnd-huyen-bai-pr42284612,"Đường Xóm Chùa - Kim Lâm, Thị trấn Kim Bài, Thanh Oai, Hà Nội","3,64 tỷ",52 m²,Sổ đỏ/ Sổ hồng,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-de-la-thanh_1-phuong-o-cho-dua-prj-chung-cu-170-de-la-thanh-gp-building/chinh-chu-ban-3pn-dt129m2-toa-170-gia-9-ty-bao-phi-pr42897996,"Chung cư 170 Đê La Thành - GP Building, Đê La Thành, Ô Chợ Dừa, Đống Đa, Hà Nội",9 tỷ,129 m²,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-giang-vo-phuong-giang-vo/-quan-ba-dinh-80m2-6-tang-mt-7-5m-doi-dien-ho-28-5-ty-pr43105104,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội","28,5 tỷ",80 m²,Sổ đỏ/ Sổ hồng,8 phòng,8 phòng,6 tầng,"7,5 m",10 m,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-van-ho-phuong-le-dai-hanh/ban-57m-6-tang-thang-may-doanh-thu-60-trieu-thang-gia-chi-28-ty-pr43105099,"Đường Vân Hồ, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",28 tỷ,57 m²,Sổ đỏ/ Sổ hồng,11 phòng,12 phòng,6 tầng,4 m,5 m,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bui-quoc-khai-phuong-hoang-liet-prj-rice-city-linh-dam/ban-2-ngu-toa-trung-cgv-kdt-tay-nam-moi-dam-pr43091048,"Dự án Rice City Linh Đàm, Đường Bùi Quốc Khái, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","4,25 tỷ",68 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Đầy đủ,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-xa-an-khanh-4-prj-khu-biet-thu-thien-duong-bao-son/ban-can-btsl-209m2-hoan-full-noi-that-cao-cap-phong-cach-indochine-san-so-gia-chi-37-5-ty-pr43104764,"Dự án Bảo Sơn Paradise, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội","37,5 tỷ",209 m²,Sổ đỏ/ Sổ hồng,5 phòng,6 phòng,4 tầng,"10,8 m","10,5 m",Đầy đủ,Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-cong-vi/ban-khu-tap-the-bo-giao-duc-ngo-317-ba-dinh-pr43104719,"Ngõ 317, Đường Hoàng Hoa Thám, Phường Cống Vị, Ba Đình, Hà Nội","15,8 tỷ",48 m²,,,,4 tầng,"4,2 m",,,,
https://batdongsan.com.vn/ban-dat-duong-doi-can-phuong-doi-can/ban-284m2-mat-ho-dam-tron-can-pr43104706,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",81 tỷ,284 m²,Đầy đủ,,,,14 m,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-pride/ban-nhanh-goc-2pn-2wc-dien-tich-74m2-sdcc-tai-ct2-hai-phat-pr43105024,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Thỏa thuận,"74,14 m²",Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Đầy đủ,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/ban-ngo-cho-mipec-lb-ngo-thong-o-to-dt-38m-7-tang-thang-may-full-noi-that-gia-8-7-ty-pr42978289,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội","8,7 tỷ",38 m²,Sổ đỏ/ Sổ hồng.,4 phòng,5 phòng,7 tầng,"4,2 m",,Full nội thất sang xịn.,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-hoang-van-thu-5-prj-wyndham-sky-lake-resort-villas/hang-hiem-san-golf-chuong-my-dien-tich-360m2-gia-13-5-ty-a-c-nhanh-tay-so-huu-nhe-pr43104968,"Dự án Wyndham Sky Lake Resort & Villas, Xã Hoàng Văn Thụ, Chương Mỹ, Hà Nội","13,5 tỷ",360 m²,Hợp đồng mua bán,2 phòng,2 phòng,3 tầng,,,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-duong-noi-prj-the-sparks/-ban-goc-thiet-ke-3pn-2wc-81m2-tang-trung-chi-3-9x-ty-tai-ct7-spark-noi-pr43105003,"Dự án The Sparks, Phường Dương Nội, Hà Đông, Hà Nội","3,95 tỷ",81 m²,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,,,Cơ bản,Đông - Bắc,Tây - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-usilk-city/ban-xay-t-4pn-hiem-co-van-so-chinh-chu-giao-dich-ngay-pr43105076,"Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Thỏa thuận,"165,7 m²",Sổ đỏ chính chủ giao dịch ngay.,4 phòng,3 phòng,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-thuong-phuong-cong-vi/ban-toa-180m2-x-9-tang-thuong-pr43104677,"Phố Kim Mã Thượng, Phường Cống Vị, Ba Đình, Hà Nội",85 tỷ,180 m²,,,,11 tầng,"7,5 m",,Nội thất hiện đại.,,
https://batdongsan.com.vn/ban-dat-xa-tan-minh-4/chot-ngay-lo-dep-gia-tot-nhat-khu-vuc-soc-son-gia-nhu-ty-lh-pr43104911,"Xã Tân Minh, Sóc Sơn, Hà Nội","1,35 tỷ","56,7 m²",Sổ đỏ/ Sổ hồng,,,,4 m,5 m,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/4-x-ty-so-huu-ngay-cc-1n-37m2-tai-gd-2-nam-tt-my-dinh-ck-18-8-so-do-pr43105067,"The Matrix One, Lê Quang Đạo, Mễ Trì, Nam Từ Liêm, Hà Nội",4 tỷ,37 m²,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,,,Cơ bản,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-dong-cac-phuong-kim-lien/sieu-pham-nha-tap-the-trung-tam-da-pr43104929,"Phố Đông Các, Phường Kim Liên, Đống Đa, Hà Nội","3,88 tỷ",70 m²,Sổ đỏ/ Sổ hồng,3 phòng,1 phòng,,,,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-gia-thuy/ban-dep-thang-may-long-bien-ha-noi-50m2-pr43000116,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội","8,8 tỷ",50 m²,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,6 tầng,,,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-cu-loc-phuong-thuong-dinh/ban-6-tang-gan-royal-city-nguyen-trai-quan-n-trung-tam-dan-tri-cao-gia-hop-ly-pr43105065,"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",Thỏa thuận,38 m²,Sổ đỏ,,,6 tầng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-lam-phuong-ngoc-lam-2/ban-dep-thang-may-full-noi-that-long-bien-ha-noi-40m2-pr43105059,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội","10,8 tỷ",40 m²,Sổ đỏ/ Sổ hồng.,4 phòng,7 phòng,8 tầng,,,Full đồ cao cấp.,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vu-dinh-tung-phuong-bo-de/-long-bien-91m2-x-5-tang-pr43104703,"Đường Vũ Đình Tụng, Phường Bồ Đề, Long Biên, Hà Nội",18 tỷ,91 m²,,,,5 tầng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-gia-bong-phuong-ngoc-thuy/chinh-chu-ban-toa-8-tang-co-thang-may-trung-tam-pho-khai-son-thuy-pr43104697,"Đường Nguyễn Gia Bồng, Phường Ngọc Thụy, Long Biên, Hà Nội",25 tỷ,66 m²,Sổ đỏ/ Sổ hồng.,3 phòng,4 phòng,8 tầng,,,Cơ bản.,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-thuong-phuong-cong-vi/ban-22-78m2-x-5-tang-gia-21-5-ty-pr43104669,"22, Phố Kim Mã Thượng, Phường Cống Vị, Ba Đình, Hà Nội","21,5 tỷ",78 m²,,,,5 tầng,5 m,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huy-lieu-phuong-giang-vo-prj-c7-giang-vo/chinh-chu-ban-80m-3pn-2vs-du-do-goc-gia-8-5-ty-lh-pr43104340,"Dự án C7 Giảng Võ, Đường Trần Huy Liệu, Phường Giảng Võ, Ba Đình, Hà Nội","8,5 tỷ",80 m²,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,,,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-phong-sac-phuong-dich-vong-hau-prj-az-lam-vien-complex/ban-chcc-tai-toa-107-130m2-thong-thuy-3-ngu-2vs-9-5-ty-pr43006128,"AZ Lâm Viên Complex, 107, Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","9,5 tỷ",130 m²,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,,,Đầy đủ,Tây,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vu-dinh-tung-phuong-bo-de/ban-long-bien-pr43104694,"Đường Vũ Đình Tụng, Phường Bồ Đề, Long Biên, Hà Nội",18 tỷ,91 m²,,,,5 tầng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/ban-gap-2pn-2wc-55m2-3-98-ty-bao-phi-lh-pr43085785,"The Sakura - Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội","3,9 tỷ",55 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tu-lien-phuong-tu-lien/ban-quan-tay-ho-ha-noi-pr43104878,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội","17,85 tỷ",51 m²,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,1 tầng,4 m,30 m,Không nội thất,Đông - Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/gia-tu-110tr-m2-so-huu-cc-3n-tai-premium-my-dinh-ck-18-8-nhan-toi-500tr-pr43105039,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",13 tỷ,110 m²,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,,,,Cơ bản,,
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-ngo-174-ba-dinh-moi-dep-4-tang-chi-viec-ve-o-pr43104241,"Ngõ 174, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",Thỏa thuận,39 m²,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,4 tầng,"3,5 m",,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-lam-phuong-duc-giang-2/-moi-pho-55m2-mt-khung-gara-oto-7-cho-thang-may-12-x-ty-pr42814782,"Đường Trường Lâm, Phường Đức Giang, Long Biên, Hà Nội","12,5 tỷ",53 m²,Sổ đỏ/ Sổ hồng,4 phòng,,7 tầng,,,Đầy đủ,Đông,
https://batdongsan.com.vn/ban-nha-rieng-duong-o-cach-phuong-duc-giang-2/ban-5-tang-ph-phan-l-quan-di-gia-cha-9-ty-ctl-pr42888770,"Đường Ô Cách, Phường Đức Giang, Long Biên, Hà Nội",9 tỷ,65 m²,Sổ đỏ/ Sổ hồng,,,5 tầng,"5,2 m",,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-phuc-dong/ban-6-tang-thang-may-oto-gia-13-ty-ctl-pr42892580,"Phường Phúc Đồng, Long Biên, Hà Nội.",12 tỷ,45 m²,Sổ đỏ/ Sổ hồng,,,5 tầng,4 m,,Đầy đủ.,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-an-khanh-4-prj-the-golden-an-khanh/chi-3-450-ty-goc-2pn-2wc-dep-nhu-hoa-hau-tai-khh-lh-chinh-chu-pr43104880,"Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội","3,45 tỷ",66 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Nội thất đẹp long lanh.,Đông - Nam,Tây - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-lam-phuong-viet-hung-2/ban-pho-ngo-gia-tu-ngo-thong-oto-vao-full-noi-that-10-ty-ctl-pr43025460,"Đường Trường Lâm, Phường Việt Hưng, Long Biên, Hà Nội","10,3 tỷ",55 m²,Sổ đỏ/ Sổ hồng.,4 phòng,,5 tầng,"4,7 m",,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-chu-huy-man-phuong-phuc-dong/ban-mat-ngo-kinh-doanh-oto-ngo-thong-62m2-13-ty-hon-ctl-pr43076098,"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội","13,2 tỷ",62 m²,Sổ đỏ/ Sổ hồng,,,6 tầng,4 m,,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-khuong-mai/ban-thanh-xuan-phan-lo-o-to-kinh-doanh-cuc-hiem-dt-55m2-5-g-13ty-800tr-pr43104876,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội","13,8 tỷ",55 m²,Sổ đỏ/ Sổ hồng,6 phòng,5 phòng,5 tầng,,4 m,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thuong-thanh-phuong-thuong-thanh-1/ban-ngo-thong-oto-vao-61m2-5-tang-12-ty-hon-ctl-pr43086501,"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội","12,3 tỷ",61 m²,Sổ đỏ/ Sổ hồng,,,5 tầng,4 m,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/chinh-chu-ban-chcc-88-dt-112m2-2pn-2wc-full-noi-tt-gia-re-pr43104776,"Dự án Sky City Towers-88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",Thỏa thuận,112 m²,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,,,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-trinh-cong-son-phuong-nhat-tan-2/ban-toa-can-ho-tay-ho-150m2-mt-7m-8-tang-gia-95-ty-dong-tien-4-ty-nam-pr42829415,"Đường Trịnh Công Sơn, Phường Nhật Tân, Tây Hồ, Hà Nội",95 tỷ,150 m²,Sổ đỏ/ Sổ hồng,,,9 tầng,7 m,,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-dai-la-phuong-dong-nhan/vip-hai-ba-trung-60m2-11-ty-5-pr43098488,"Phố Đại La, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội","11,5 tỷ",60 m²,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,4 tầng,"4,5 m",3 m,Đầy đủ,Bắc,Bắc
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/mat-ngo-178-dong-da-via-he-duong-6m-kinh-doanh-tot-49m-chi-nhinh-17-ty-pr42513523,"Ngõ 178, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","16,8 tỷ",49 m²,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,4 m,7 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-khuong-mai/sieu-pham-luxury-46m2-12-ty-9-o-to-do-cua-full-noi-that-o-ngay-dan-tri-cao-pr43083411,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội","12,9 tỷ",46 m²,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,4 tầng,4 m,"3,5 m","Đầy đủ nội thất cao cấp Châu Âu: Tivi 65in, tủ lạnh Side By Side, thiết bị hiện đại sang trọng.",Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-dac-di-phuong-nam-dong/cuc-hiem-da-mat-tien-kinh-doanh-oto-tranh-55m-mt-7m-18-45-ty-pr42736517,"Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội","18,45 tỷ",55 m²,Sổ đỏ/ Sổ hồng,,,5 tầng,7 m,6 m,,,
