Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-cong-phuong-thanh-cong/chinh-chu-ban-nha-tap-the-nguyen-hong-70m-nha-dep-full-do-o-ngay-o-to-do-cua-pr43085939,"Đường Thành Công, Phường Thành Công, Ba Đình, Hà Nội","3,35 tỷ",70 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-xa-thuy-xuan-tien/2-x-ty-so-huu-ngay-lo-296m2-200m2-tho-cu-tai-chuong-my-ha-noi-co-hoi-hiem-pr42888219,"Xã Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","2,8 tỷ",296 m²,,,,Đông,,7 m,4 m,Hợp đồng mua bán,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-khuat-duy-tien-phuong-nhan-chinh-prj-licogi-13-tower/sieu-hot-ban-13-thanh-xuan-150m2-x-mt7-2m-x-5t-gia-42-ty-pr43087720,"Dự án Licogi 13 Tower, Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",42 tỷ,150 m²,6 phòng,5 phòng,5 tầng,Tây - Bắc,Tây - Bắc,"7,2 m",20 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ke-ve-phuong-dong-ngac-prj-ecohome-1/ban-dep-tai-ecome-1-p-hn-3-45-ty-65m2-2pn-2vs-so-ng-sang-ten-luon-pr43087635,"Ecohome 1, Phố Kẻ Vẽ, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","3,45 tỷ",65 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-kim-xuyen-phuong-yen-hoa-2-prj-khu-do-thi-yen-hoa/ban-2-thoang-via-he-rong-kd-268m-x-4t-full-nt-nhap-72-ty-pr41882273,"Dự án Yên Hòa, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội",72 tỷ,280 m²,,,4 tầng,,,20 m,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-xa-tan-tien-16/nhinh-4ty-587m2-200-tho-cu-san-3-g-dep-khang-trang-tai-chuong-my-ha-noi-pr42985807,"Xã Tân Tiến, Huyện Chương Mỹ, Hà Nội","4,4 tỷ",587 m²,,,3 tầng,,,,,Có sổ đỏ.,
https://batdongsan.com.vn/ban-dat-duong-doi-can-phuong-doi-can/sieu-pham-vang-pho-view-ho-hiem-co-duy-nhat-con-sot-lai-275-m-ban-pr43085710,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",80 tỷ,275 m²,,,,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-co-nhue-1-prj-chung-cu-h9-ct1-starlake/chinh-chu-ban-2-3pn-day-du-do-view-tai-cc-kdt-tay-tay-lh-pr42417360,"Dự án Chung cư H9-CT1 Starlake, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",15 tỷ,115 m²,3 phòng,2 phòng,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-quang-dao-phuong-duong-noi-prj-an-vuong-villa/chi-gai-em-ko-dung-ban-can-180m2-mat-san-so-do-vao-viec-nhanh-gon-gia-71-ty-pr41635819,"Dự án An Vượng Villa, Đường Lê Quang Đạo, Phường Dương Nội, Hà Đông, Hà Nội",59 tỷ,180 m²,,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-miami/gia-that-ko-dang-ao-ban-nhanh-3pn-toa-gs5-dt-75m2-gia-chi-5-2-ty-lh-chinh-chu-pr42540126,"Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,15 tỷ",75 m²,3 phòng,,,Tây - Nam,,,,,
https://batdongsan.com.vn/ban-dat-duong-yen-nghia-phuong-yen-nghia-1/sieu-pham-hoa-binh-45m-lo-goc-o-to-vao-tan-gia-nhinh-2ty-pr43087626,"Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,45 m²,,,,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-giang-bien-phuong-giang-bien-1/hang-cuc-hiem-va-phan-khuc-vua-tien-dep-co-1-02-tai-dinh-cu-lb-view-canh-dong-56m2-pr42852231,"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội",236 triệu/m²,56 m²,,,,,,4 m,16 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hoang-phuong-my-dinh-2/ban-toa-ccmn-lo-goc-ngo-thong-oto-kd-123m-x-8t-dong-tien-170tr-th-gia-dau-tu-pr42108287,"Nguyễn Hoàng, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,123 m²,,,9 tầng,,,6 m,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-cau-dien-prj-florence-my-dinh/chinh-chu-ban-goc-4pn-gia-tot-tai-28-duc-pr43087625,"Florence Mỹ Đình, Trần Hữu Dực, Cầu Diễn, Nam Từ Liêm, Hà Nội","7,7 tỷ",101 m²,4 phòng,2 phòng,,Đông,Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-duong-giang-bien-phuong-giang-bien-1/-hang-cuc-hiem-dep-nhat-tdc-lb-dt-90m2-mat-5-88m-hau-cuc-hiem-view-vuon-hoa-pr42519425,"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội",220 triệu/m²,90 m²,,,,Nam,,"5,88 m",14 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-xa-dan-phuong-o-cho-dua/chu-gui-ban-460m2-5-tang-lo-goc-mt-12m-gia-328ty-lh-pr42482812,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",328 tỷ,460 m²,6 phòng,8 phòng,5 tầng,,,12 m,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-mai/ban-phan-lo-quan-doi-6-tang-thang-may-gara-o-to-vao-full-noi-that-xin-pr43087238,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội","13,8 tỷ",42 m²,4 phòng,5 phòng,6 tầng,,,"3,8 m",6 m,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất xịn đầy đủ, thang máy nhập, điều hòa âm trần, tủ lạnh, bếp..."
https://batdongsan.com.vn/ban-dat-duong-giang-bien-phuong-giang-bien-1/vip-nhat-lo-dep-tdc-lb-dt-90m2-mt-gan-5m-view-truong-cuc-thoang-pr42525642,"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội",215 triệu/m²,90 m²,,,,Đông - Nam,,"4,4 m",14 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-ngoc-thuy-prj-khai-son-city/han-vip-dep-nhat-ban-long-bien-sat-ho-lo-sat-goc-kinh-doan-pr42313788,"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội","27,5 tỷ","99,2 m²",5 phòng,3 phòng,5 tầng,Đông - Nam,,"6,2 m",14 m,Sổ đỏ/ Sổ hồng.,Không nội thất.
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-tri-4-phuong-ha-cau/ban-tai-4-3-9-ty-30m2-ng-hot-uy-tin-khong-nh-thi-het-co-hoi-pr42930940,"Đường Hà Trì 4, Phường Hà Cầu, Hà Đông, Hà Nội","3,9 tỷ",30 m²,2 phòng,3 phòng,3 tầng,,,4 m,2 m,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thuong-hien-phuong-nguyen-du/ban-mp-hai-ba-trung-toa-building-11-tang-mt8m-dong-tien-13k-gia-120ty-pr42719138,"Đường Nguyễn Thượng Hiền, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",120 tỷ,135 m²,15 phòng,15 phòng,11 tầng,,,8 m,22 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-giang-bien-phuong-giang-bien-1/chinh-chu-gui-ban-dep-6-tang-thang-may-tdc-long-dien-tich-75m2-mat-tien-5m-pr42761231,"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội","21,5 tỷ",75 m²,5 phòng,5 phòng,6 tầng,Đông - Nam,Đông - Nam,5 m,14 m,Sổ đỏ/ Sổ hồng,Đầy đủ.
https://batdongsan.com.vn/ban-nha-rieng-phuong-truong-dinh/ban-dep-long-lanh-lo-goc-ngo-rong-thoang-gan-pho-chi-7-35-ty-pr43086471,"Phường Trương Định, Hai Bà Trưng, Hà Nội","7,35 tỷ",35 m²,,,5 tầng,,,,,,Full nội thất.
https://batdongsan.com.vn/ban-dat-duong-giang-bien-phuong-giang-bien-1/hoa-hau-dep-nhat-lo-dep-tdc-long-dt-80m2-mt-5-40m-gia-hap-pr42781344,"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội",250 triệu/m²,80 m²,,,,Tây - Nam,,"5,4 m",14 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-mai/phan-lo-can-bo-cong-anh-x16-o-to-tranh-o-hoac-kinh-doanh-phong-52m2-x-5t-pr43067488,"Ngõ 93, Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",19 tỷ,52 m²,4 phòng,4 phòng,5 tầng,,,"5,3 m",15 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-ngoc-nai-phuong-khuong-mai/ban-181m2-7-tang-vi-tri-kinh-doanh-cho-thue-luon-dong-khach-pr43087145,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",60 tỷ,181 m²,7 phòng,6 phòng,7 tầng,,,,15 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phap-van-phuong-yen-so-prj-the-zen-residence/ban-gamuda-106m2-day-du-noi-that-view-noi-khu-gia-re-090-4744-234-pr37397958,"Dự án The Zen Residence, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội","5,6 tỷ",75 m²,3 phòng,,,,,,,,Cơ bản
https://batdongsan.com.vn/ban-nha-mat-pho-pho-ke-tanh-phuong-giang-bien-1/hoa-hau-dep-t-khu-7-tang-thang-may-xay-tho-khu-lb-kinh-doanh-dinh-75m-pr42175491,"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",20 tỷ,75 m²,6 phòng,6 phòng,7 tầng,Đông - Nam,Đông - Nam,"5,6 m",18 m,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-duong-422-xa-duc-giang-3/lo-422-hoai-pr43087526,"Đường 422, Xã Đức Giang, Hoài Đức, Hà Nội","12,4 tỷ",98 m²,,,,,,"4,3 m",15 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-prj-harmony-square/ban-nhanh-12-gia-ban-6-6-ty-bao-phi-pr42037894,"Harmony Square, Nguyễn Tuân, Nhân Chính, Thanh Xuân, Hà Nội",80 triệu/m²,"88,3 m²",3 phòng,2 phòng,,Đông - Nam,Đông - Nam,,,Hợp đồng mua bán,
https://batdongsan.com.vn/ban-dat-duong-419-xa-tan-xa/ban-thach-that-trung-tam-hoa-lac-60m-va-73m2-full-tho-cu-nhinh-1-ty-pr38638698,"Đường 419, Xã Tân Xã, Thạch Thất, Hà Nội",21 triệu/m²,60 m²,,,,Đông - Nam,,5 m,6 m,Sổ đỏ,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-mai/kinh-doanh-dinh-lo-goc-o-to-tranh-phu-hop-xay-toa-phong-42m2-x-4t-mt-5-5m-gia-17-5-ty-pr43073863,"Ngõ 69A, Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội","17,5 tỷ",42 m²,4 phòng,4 phòng,4 tầng,,,"5,5 m",15 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phap-van-phuong-yen-so-prj-the-two-residence-gamuda-garden/ban-1-png-ngu-45m2-day-du-noi-that-sieu-dep-pr40267749,"Dự án The Two Residence - Gamuda Garden, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",Thỏa thuận,79 m²,1 phòng,,,,,,,Sổ đỏ,"Nhà làm nội thất cẩn thận tỉ mỉ, hoàn thiện đầy đủ."
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/ban-toa-ngo-38-tay-ho-88m-7-tang-mt-5m-gia-24-ty-vip-ngay-o-to-tranh-sat-pho-pr42237366,"Ngõ 38, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",24 tỷ,88 m²,17 phòng,10 phòng,7 tầng,,,5 m,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-khuong-dinh/ban-o-cuc-hiem-tai-thanh-xuan-dt-38m2-4-tang-mt-3-7m-gia-chi-7-9ty-pr43085615,"Đường Kim Giang, Phường Khương Đình, Thanh Xuân, Hà Nội","7,9 tỷ",38 m²,4 phòng,2 phòng,4 tầng,,,"3,7 m",,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-ngoc-thuy-phuong-ngoc-thuy/sat-lo-goc-2-mat-tien-truc-sat-vuon-hoa-cong-vien-hot-nhat-tdc-lb-14m-via-h-pr42844266,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",310 triệu/m²,80 m²,,,,Đông - Nam,,"5,56 m",14 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-kim-xuyen-phuong-yen-hoa-2-prj-khu-do-thi-yen-hoa/ban-kdt-165m2-5-tang-mt-10m-gia-65ty-lh-pr40935495,"Dự án Yên Hòa, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội",65 tỷ,160 m²,6 phòng,6 phòng,4 tầng,,,10 m,,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-xa-duc-tu/lo-goc-3-mat-thoang-dinh-trang-dien-tich-50-5m2-tang-70m2-luu-khong-duong-thong-oto-pr43087612,"Đình Tràng, Xã Dục Tú, Đông Anh, Hà Nội",118 triệu/m²,"50,5 m²",,,,,,"4,36 m",7 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phap-van-phuong-yen-so-prj-the-one-residence-gamuda-garden/ban-2-png-ngu-64m2-view-dep-noi-khu-day-du-noi-that-pr40267757,"Dự án The One Residence - Gamuda Garden, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội","4,15 tỷ",61 m²,2 phòng,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-phuong-chuong-duong/ban-trung-tam-hoan-kiem-70m-4-tang-mat-ngo-kinh-doanh-gia-chi-14-5-ty-pr43086430,"Phường Chương Dương, Hoàn Kiếm, Hà Nội","14,5 tỷ",70 m²,4 phòng,4 phòng,4 tầng,,,,,Sổ đỏ chính chủ pháp lý đẹp giao dịch,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-handico-complex/suat-ngoai-giao-duy-nhat-cho-3pn-gia-tot-nhat-thi-truong-truc-tiep-cdt-pr42805026,"Handico Complex, 33, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",86 triệu/m²,"86,3 m²",3 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,Hợp đồng mua bán,"Bàn giao nội thất cao cấp: Sàn gỗ, trần thạch cao, điều hoà âm trần, full thiết bị vệ sinh, thiết bị chiếu sáng."
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/ban-106-cau-giay-dt65m-5-tang-gia-hon-24-ty-o-to-tai-tranh-kinh-doanh-pr42551312,"106, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","24,8 tỷ",65 m²,5 phòng,6 phòng,5 tầng,,,"4,4 m",10 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-duong-giang-bien-phuong-giang-bien-1/doc-nhat-vo-nhi-mot-em-con-sot-lai-tdc-lb-duy-nhat-lo-dien-tich-40m2-mt-4-30m-dep-pr42401110,"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội","10,2 tỷ",40 m²,,,,,,"4,5 m",14 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-phu-man/ban-chinh-chu-tai-cat-moi-huyen-quoc-oai-230m2-mt10m-gia-hon-10tr-m2-pr42927802,"Đường 21, Xã Phú Mãn, Quốc Oai, Hà Nội",Thỏa thuận,230 m²,,,,Đông - Bắc,,10 m,7 m,Sổ đỏ/ Sổ hồng.,
https://batdongsan.com.vn/ban-nha-rieng-duong-nghi-tam-phuong-quang-an-2/biet-phu-ho-tay-xuan-dieu-phan-lo-vip-o-to-tranh-100m-x-5-tang-mt-9m-gia-hon-30-ty-pr42997614,"đường Nghi Tàm, Phường Quảng An, Tây Hồ, Hà Nội",35 tỷ,100 m²,4 phòng,5 phòng,5 tầng,,,9 m,8 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-xa-yen-bai/dat-dau-tu-truc-chinh-suoi-mo-ba-vi-view-nui-tan-cuc-dep-pr42712559,"Xã Yên Bài, Ba Vì, Hà Nội",28 tỷ,2.800 m²,,,,,,25 m,10 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phap-van-phuong-yen-so-prj-the-zen-residence/ban-2-1-pn-gamuda-75m2-full-noi-that-tang-dep-huong-view-be-boi-090-4744-234-pr37397817,"Dự án The Zen Residence, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội","7,65 tỷ",95 m²,3 phòng,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-ke-binh-phuong-cong-vi/sieu-pham-duy-nhat-toa-van-ng-9-tang-105m-tien-10-5m-gia-84-ty-pr42965729,"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội",84 tỷ,105 m²,9 phòng,9 phòng,9 tầng,,,"10,5 m",20 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-xuan-la-phuong-xuan-la/ban-280m2-10-tang-mt-11m-gia-180ty-lh-pr39757960,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",Thỏa thuận,280 m²,12 phòng,12 phòng,10 tầng,,,12 m,30 m,Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-duong-quang-minh-thi-tran-quang-minh/ban-mat-me-linh-ha-noi-dien-tich-90m-mat-tien-5m-pr43086417,"Đường Quang Minh, Thị trấn Quang Minh, Mê Linh, Hà Nội",90 triệu/m²,90 m²,,,,Tây - Bắc,,5 m,11 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-trai-phuong-thanh-xuan-trung/ban-khu-to-hop-dan-cu-cao-cap-98mx6t-thang-may-oto-do-cua-pr43085548,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","35,5 tỷ",110 m²,6 phòng,,6 tầng,,,"5,5 m",6 m,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duy-trinh-phuong-hoang-liet-prj-vp3-linh-dam/sieu-sieu-hiem-ban-dt-93m2-3n-2vs-gia-chi-5-2-ty-gia-thuong-luong-pr41016905,"Dự án VP3 Linh Đàm, Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","5,15 tỷ",93 m²,3 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phap-van-phuong-yen-so-prj-the-one-residence-gamuda-garden/bql-cap-nhat-quy-gia-tot-6-2023-lh-090-4744-de-biet-m-chi-tiet-pr37423493,"Dự án The One Residence - Gamuda Garden, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội","4,08 tỷ",67 m²,2 phòng,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-khu-do-thi-moi-phap-van-tu-hiep/vi-tri-so-1-dac-dia-ban-no-1-dt-68m2-2n-2vs-gia-3-9x-ty-gia-thuong-luong-pr42981047,"Dự án Pháp Vân Tứ Hiệp, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","4,35 tỷ",93 m²,3 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-cu-1-phuong-bo-de/ban-toa-long-bien-vi-tri-sieu-vip-kd-dinh-cao-dong-tien-gan-5-ty-nam-pr43087688,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",142 tỷ,200 m²,20 phòng,21 phòng,10 tầng,,,10 m,42 m,Sổ đỏ/ Sổ hồng.,Đầy đủ thiết bị toàn hàng cao cấp.
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-mai/can-ban-gap-62m-5-tang-phan-lo-o-to-o-cho-thang-may-225-tr-m-pr43085563,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",14 tỷ,62 m²,6 phòng,7 phòng,5 tầng,,,"4,2 m",,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-hong-phong-phuong-ha-cau/sieu-pham-p-5-tang-thang-may-o-to-qua-cach-pho-10m-pr43086712,"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội","10,7 tỷ",40 m²,4 phòng,5 phòng,5 tầng,,,,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-an-phuong-van-quan/tam-gia-pho-bien-vi-tri-vg-dep-45m-4-tg-g-ga-tau-dien-gia-9-2-ty-pr42975583,"Đường Đại An, Phường Văn Quán, Hà Đông, Hà Nội","9,2 tỷ",45 m²,4 phòng,3 phòng,4 tầng,,,,"3,5 m",Sổ đỏ/ Sổ hồng,Cơ bản
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-co-dong/-dep-trang-khu-biet-thu-nam-son-lai-ho-cuc-mat-65-5m2-gia-nhinh-2-ty-pr41616619,"Đường 21, Xã Cổ Đông, Sơn Tây, Hà Nội","2,4 tỷ","65,5 m²",,,,Đông - Nam,,5 m,7 m,Sổ đỏ/ Sổ hồng.,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duc-giang-2-prj-khu-do-thi-viet-hung/can-goc-vip-so-2-kdt-kd-dac-dia-lh-pr41564410,"Dự án Việt Hưng, Phường Đức Giang, Long Biên, Hà Nội",Thỏa thuận,150 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-tam-hiep-6/ban-gia-4-ty-vnd-tai-thanh-tri-ha-noi-pr41264696,"Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội",4 tỷ,34 m²,4 phòng,4 phòng,5 tầng,,,5 m,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-pho-van-phuc-phuong-van-phuc-1/sieu-pham-dv-ha-dong-50m2-x-7t-mt-5m-phan-lo-via-he-o-to-tranh-thang-may-full-nt-pr43086450,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",18 tỷ,50 m²,,,7 tầng,,,5 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-duong-dai-lo-thang-long-xa-dong-truc/ban-bam-ng-thon-khoang-mai-h-thach-that-80m2-mt5m-nhinh-2-ty-pr41688788,"Đường Đại lộ Thăng Long, Xã Đồng Trúc, Thạch Thất, Hà Nội",32 triệu/m²,100 m²,,,,Đông - Nam,,5 m,7 m,Sổ đỏ/ Sổ hồng.,
https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-cu-khoi/-long-bien-thang-may-lo-goc-ngo-thong-oto-vao-49m-6-tang-mt-4-2m-chao-12-8-ty-pr43086226,"Đường Phố Trạm, Phường Cự Khối, Long Biên, Hà Nội","12,8 tỷ",49 m²,4 phòng,,6 tầng,,,"4,2 m",,Sổ đỏ/ Sổ hồng.,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-quan-hoa/cu-hiem-phan-lo-hai-thoang-thang-may-thong-san-gara-kinh-doanh-63m2x8t-pr43079030,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội","24,8 tỷ",63 m²,,,8 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-quan-hoa/ban-phan-lo-o-to-tranh-ngo-thong-o-cho-thang-may-kinh-doanh-66m2x6t-pr43078204,"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội","24,8 tỷ",66 m²,,,6 tầng,,,,,Sổ đỏ/ Sổ hồng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-prj-the-park-home/sieu-hiem-duy-nhat-1-3n2vs-goc-view-chinh-dien-cong-vien-cau-giay-gia-8-5-ty-pr43068124,"Dự án The Park Home, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội","8,3 tỷ","87,4 m²",3 phòng,2 phòng,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ
https://batdongsan.com.vn/ban-dat-duong-420-xa-binh-yen-1/ban-hoa-lac-thon-sen-tri-60-va-70m2-gia-tu-1-ty-pr38647249,"Đường 420, Thôn Sen Trì, Xã Bình Yên, Thạch Thất, Hà Nội",14 triệu/m²,85 m²,,,,,,5 m,7 m,Sổ đỏ,
