Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Pháp lý,Nội thất,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-nha-rieng-duong-tu-lien-phuong-tu-lien/ban-biet-thu-mini-phan-lo-lo-goc-gara-oto-tranh-kinh-doanh-105mx4tang-32-8ty-pr43063065,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội","32,8 tỷ",105 m²,3 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/cap-nhat-bang-gia-chuyen-nhuong-moi-nhat-vi-tri-dep-kinh-doanh-dau-tu-sinh-loi-cao-pr42836063,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",20 tỷ,"67,5 m²",6 phòng,5 phòng,5 tầng,Hợp đồng mua bán,,5 m,12 m,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-an-phu-shop-villa/b-27m-ket-vinhome-smatcity-va-aeon-maill-ha-dong-pr32603678,"Dự án An Phú Shop Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",42 tỷ,170 m²,5 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,,9 m,27 m,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tam-trinh-phuong-mai-dong-1/mo-ban-g4-minh-khai-truong-dinh-hoang-gia-ban-800tr-hon-1-ty-pr42915290,"Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",1 tỷ,46 m²,,,,Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n05-kdt-dong-nam-tran-duy-hung/chu-nha-nhiet-tinh-ban-3pn-toa-29t1-ang-full-noi-that-dep-gia-n-50tr-m2-pr38773335,"Dự án N05 Trần Duy Hưng, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,162 m²,3 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kien-hung-phuong-kien-hung/can-ban-gap-cong-vien-k-ha-dong-ha-noi-50-60m-x3-tang-gia-10-6-ty-pr42631226,"Đường Kiến Hưng, Phường Kiến Hưng, Hà Đông, Hà Nội","10,6 tỷ",50 m²,6 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"4,5 m","3,5 m",,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dong-hoi-xa-dong-hoi-prj-vinhomes-co-loa/ban-can-nhat-nguyet-3-62-5m2-16-6-ty-gia-vay-ngan-hang-pr41223664,"Dự án Vinhomes Cổ Loa, đường Đông Hội, Xã Đông Hội, Đông Anh, Hà Nội","16,6 tỷ","62,5 m²",5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,13 m,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/chu-chuyen-nhuong-can-xe-khe-thien-nga-khu-tinh-hoa-gan-ho-khu-vip-cho-tai-loa-pr43127180,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",32 tỷ,80 m²,,,,Hợp đồng mua bán,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tu-lien-phuong-tu-lien/ban-phan-lo-oto-tranh-dung-do-dt-80mx5tang-thang-may-mt-6-4m-nhinh-26-ty-pr43031575,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội","25,5 tỷ",80 m²,6 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,"Thang máy, nội thất cao cấp.","6,4 m",,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-tung-mau-phuong-cau-dien/ban-gap-35m-5t-gia-6-9-ty-o-to-gan-p-pr42933487,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","6,9 tỷ",35 m²,3 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,3 m,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/can-ban-can-2-mat-tien-40m-tp1-1-08-31-ty-phan-khu-anh-pr42852257,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","31,5 tỷ",108 m²,6 phòng,5 phòng,5 tầng,Hợp đồng mua bán,Cơ bản,"6,5 m",40 m,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-van-minh-xa-di-trach/ban-hai-thoang-truoc-sau-20-m-ra-xe-tai-thong-45m-5-tang-chi-6-0x-ty-pr42934431,"Đường Văn Minh, Xã Di Trạch, Hoài Đức, Hà Nội","6,05 tỷ",45 m²,7 phòng,7 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"5,5 m","2,5 m",,
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-dong-phuong-co-nhue-1/sieu-tien-150-tr-thang-toa-chdv-ngo-nong-gan-pho-130m-8-tang-35-ty-pr43094887,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",35 tỷ,130 m²,35 phòng,36 phòng,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dinh-hoan-phuong-nghia-do-1/hiem-45m2x6t-gara-oto-thang-may-kinh-doanh-chi-17-8-ty-pr43111610,"Đường Nguyễn Đình Hoàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","17,8 tỷ",45 m²,4 phòng,5 phòng,6 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-pho-ton-duc-thang-phuong-kham-thien/mo-ban-l4-o-cho-dua-dong-da-gia-ban-800tr-den-hon-1-ty-pr42756062,"Phố Tôn Đức Thắng, Phường Khâm Thiên, Đống Đa, Hà Nội",1 tỷ,45 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-phu-shop-villa/c-tien-kinh-doh-toi-c-b-c-c-gia-re-lh-pr39264673,"Dự án An Phú Shop Villa, Phường Dương Nội, Hà Đông, Hà Nội.",30 tỷ,238 m²,6 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng.,,,20 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-goldseason/ban-goc-3pn-2vs-102m2-toa-s2-tang-view-thoang-nha-da-co-so-47-tuan-pr33901469,"GoldSeason, 47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thỏa thuận,102 m²,3 phòng,2 phòng,,Sổ đỏ chính chủ.,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-nghia-do-1/hot-phan-lo-gara-oto-thang-may-kinh-doanh-55m2x7t-gia-chi-21-x-ty-pr43081032,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","21,5 tỷ",55 m²,6 phòng,7 phòng,7 tầng,Sổ đỏ/ Sổ hồng,,5 m,6 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-bo-de/ban-toan-van-ng-9-tang-duong-doi-hong-tien-kinh-doanh-van-ng-pr43126232,"Phường Bồ Đề, Long Biên, Hà Nội",245 tỷ,474 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-phung-chi-kien-phuong-nghia-do-1/hiem-phan-lo-46m2x6t-thang-may-oto-tranh-gia-15-8-ty-pr43058032,"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","15,8 tỷ",46 m²,4 phòng,5 phòng,6 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/ban-hoa-110m2-3pn-2vs-tang-trung-toa-a-360-full-do-gia-9-5-ty-bao-phi-pr41960670,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","9,5 tỷ",110 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/hiem-phan-lo-38m2-xay-5t-via-he-oto-kinh-anh-chi-16-ty-pr43113000,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",16 tỷ,38 m²,6 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-dong-me-phuong-me-tri/mo-ban-d4-pham-hung-nam-tu-liem-gia-800tr-den-hon-1-ty-pr42761714,"Đường Đồng Me, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",1 tỷ,45 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-an-phu-shop-villa/ban-tap-vi-tri-kinh-doanh-sam-uat-27m-gan-le-quang-dao-lh-0983983448-pr33005790,"Dự án An Phú Shop Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",38 tỷ,202 m²,6 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,,9 m,27 m,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lang-phuong-lang-thuong-prj-lancaster-luminaire/chinh-chu-ban-goc-lumianire-dien-tich-120m2-rat-dep-pr43090970,"Dự án Lancaster Luminaire, Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",Thỏa thuận,120 m²,3 phòng,3 phòng,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phuc-la-prj-the-k-park/-ban-nhanh-59m-2-ngu-2-vs-noi-that-dep-tang-trung-kpark-van-phu-ha-dong-so-do-pr39219081,"Dự án The K Park, Đường Lê Trọng Tấn, Phường Phúc La, Hà Đông, Hà Nội",Thỏa thuận,59 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Bắc,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-lang-ha/-56m2-7-tang-tng-may-mat-tien-hon-5m-pn-lo-3-oto-tranh-kinh-doanh-van-phong-30-ty-pr42947594,"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội","29,5 tỷ",56 m²,,,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,5 m",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/ban-goc-3pn-95m2-tang-trung-toa-s-360-view-dh-quoc-gia-gia-7-8-ty-pr41960118,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","7,8 tỷ",95 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-duy-tan-phuong-dich-vong-hau/ban-pho-phan-lo-2-mat-ngo-oto-tranh-via-he-100mx4g-kinh-doanh-lh-pr42759775,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","39,5 tỷ",100 m²,4 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phu-la-prj-la-casta-van-phu/-ban-68m-2-ngu-2-vs-ha-dong-full-noi-that-gia-ca-thoa-thuan-pr42120978,"Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",Thỏa thuận,117 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-hoang-hoa-tham-phuong-ngoc-ha/mo-ban-d3-van-cao-ba-dinh-gia-ban-800tr-den-hon-1-ty-pr42775046,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",1 tỷ,45 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-cuu-viet-thi-tran-trau-quy/-sieu-hiem-chi-nhinh-5-ty-co-manh-47m2-ngo-thong-tu-tung-ngo-oto-no-hau-sat-vin-pr43129622,"Đường Cửu Việt, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","5,6 tỷ",47 m²,,,,,,,4 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-xa-dan-phuong-o-cho-dua/sieu-cuc-soc-qua-re-chinh-chu-can-tien-ban-cuc-gap-re-nhat-dan-pr43129394,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",55 tỷ,86 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-thi-sau-phuong-quynh-mai/hiem-ban-ho-o-to-tranh-tien-9m-130m2-so-vuong-dep-o-suong-gia-44-8-ty-pr41962750,"Hồ Võ Thị Sáu, phố Võ Thị Sáu, Hai Bà Trưng, Hà Nội","44,8 tỷ",130 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,9 m,10 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phu-la-prj-van-phu-victoria/-ban-120m-3-ngu-2-vs-ha-dong-gia-re-nhat-thi-truong-pr41830634,"Dự án Văn Phú Victoria, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",Thỏa thuận,120 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-thi-tran-tram-troi-prj-khu-do-thi-moi-lideco-bac-quoc-lo-32/hang-hiem-tai-ban-19-5-ty-vnd-162m2-5pn-5pt-pr41477142,"Khu đô thị mới Lideco - Bắc Quốc lộ 32, Quốc lộ 32, Trạm Trôi, Hoài Đức, Hà Nội",Thỏa thuận,162 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,9 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-thuc-khang-phuong-lang-thuong/ban-dong-da-phan-lo-ngo-thong-o-to-quanh-5t-70m2-pr41293883,"Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội",16 tỷ,63 m²,4 phòng,,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phu-la-prj-van-phu-victoria/chinh-chu-gui-ban-97m-ha-dong-so-do-cc-gia-ca-thoa-thuan-thuong-luong-pr39299262,"Dự án Văn Phú Victoria, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",Thỏa thuận,97 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-linh-phuong-thach-ban-1-prj-elegant-park-villa-thach-ban/-vip-dang-cap-can-goc-3-mat-tien-25m2-dt-380m2-thang-may-full-do-pr43129612,"Elegant Park Villa Thạch Bàn, Cổ Linh, Thạch Bàn, Long Biên, Hà Nội",102 tỷ,380 m²,,,4 tầng,Sổ đỏ/ Sổ hồng,,17 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/ban-pho-doi-dien-time-city-2-mat-thoang-40m-x-5-tang-chi-6-5-ty-pr42995373,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","6,5 tỷ",40 m²,3 phòng,3 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-thanh-xuan-bac/ban-chinh-chu-dia-chi-ngo-477-nam-ha-noi-pr41604589,"Ngõ 477, Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Thỏa thuận,20 m²,2 phòng,2 phòng,3 tầng,,Đầy đủ,,,Tây - Bắc,Nam
https://batdongsan.com.vn/ban-nha-mat-pho-pho-ham-long-phuong-phan-chu-trinh/ban-hoan-kiem-ha-noi-8-tang-thang-may-moi-165m2-mt-6-5m-gia-tot-pr42031177,"Phố Hàm Long, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội",165 tỷ,165 m²,5 phòng,7 phòng,8 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"6,5 m",30 m,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/chuyen-nhuong-can-75m2-va-phan-khu-tinh-hoa-dep-nhat-du-an-loa-pr43127192,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",27 tỷ,75 m²,,,,Hợp đồng mua bán,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dong-ngac-prj-sunshine-city/ban-2-pn-2wc-72-7m2-view-noi-khu-gia-6-7-ty-full-do-so-bao-phi-pr42947688,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","6,7 tỷ","72,7 m²",2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city-dai-mo/cap-nhat-quy-can-chuyen-nhuong-gia-tot-nhat-thang-6-2025-pr43129607,"Louis City Đại Mỗ, 70, Đại Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,96 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,Tây - Bắc,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-phu-phuong-van-quan-prj-grand-sunlake/-ban-2-112m2-view-so-lau-dai-gia-chi-6x-tr-m2-hang-doc-tren-thi-truong-pr42350188,"Dự án Grand Sunlake, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",Thỏa thuận,112 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Đông - Nam
https://batdongsan.com.vn/ban-dat-xa-xuan-canh-1/chu-nha-can-ban-manh-sieu-dep-tiep-giap-vinhomes-co-loa-khu-dang-hot-nhat-dong-anh-pr43127187,"Xã Xuân Canh, Đông Anh, Hà Nội",Thỏa thuận,100 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bui-xuan-phai-phuong-my-dinh-2-prj-khu-do-thi-my-dinh-ii/-nam-tu-liem-200m2x4t-mt-10m-o-kinh-doanh-dep-gia-nhinh-70-ty-pr43027324,"Dự án Mỹ Đình II, Đường Bùi Xuân Phái, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Thỏa thuận,200 m²,4 phòng,3 phòng,4 tầng,Sổ đỏ,,10 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-ha-xa-bac-hong-1/can-ban-nh-can-moi-xay-o-44m2-o-to-vao-tan-pr43127184,"Đường Thụy Hà, Xã Bắc Hồng, Đông Anh, Hà Nội","4,65 tỷ",44 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-be-van-dan-phuong-quang-trung-17/-moi-dep-5-tang-thang-may-mat-tien-8-5-ve-o-ngay-13-5ty-lh-pr42814816,"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội","13,48 tỷ","53,6 m²",7 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"8,4 m",,,
https://batdongsan.com.vn/ban-dat-xa-song-phuong/chinh-chu-can-ban-full-tho-cu-tai-dan-ha-noi-gia-chi-5xtr-m2-pr41958340,"Xã Song Phượng, Đan Phượng, Hà Nội",Thỏa thuận,"60,8 m²",,,,,,7 m,13 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-dich-vong/ban-gap-toa-van-phong-thong-minh-quan-cau-giay-hn-lo-goc-3-thoang-188m2-9-tang-gia-tot-pr42476516,"Phường Dịch Vọng, Cầu Giấy, Hà Nội",Thỏa thuận,188 m²,20 phòng,20 phòng,9 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,50 m,30 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/sos-ban-gap-cau-giay-phan-lo-o-to-tranh-via-he-dan-xay-4t-55m2-pr41851781,"Ngõ 421, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",19 tỷ,65 m²,4 phòng,,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-1a-3-xa-ngoc-hoi-1/ban-102m2-11-5-ty-ga-ra-o-to-thang-may-pr43116269,"Đường 1A, Xã Ngọc Hồi, Thanh Trì, Hà Nội","11,5 tỷ",102 m²,5 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,5 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-mo-lao-prj-khu-nha-o-bac-ha/ban-gap-80m-2-ngu-2vs-toa-fodacon-so-ng-chinh-chu-tro-bank-pr42816642,"Dự án Bắc Hà Fodacon, Đường Nguyễn Trãi, Phường Mỗ Lao, Hà Đông, Hà Nội","4,87 tỷ",80 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-dong-my-xa-dong-my_1/ban-4-1-ty-49m2-3pn-thanh-tri-ha-noi-dep-nhieu-tien-ich-pr43037972,"Đường Đông Mỹ, Xã Đông Mỹ, Thanh Trì, Hà Nội","4,1 tỷ",49 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"4,1 m","2,5 m",,
https://batdongsan.com.vn/ban-nha-rieng-pho-hong-tien-phuong-bo-de/ban-dien-tich-60m2-5-tang-thang-may-gan-cau-chuong-duong-pr43129597,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội","14,8 tỷ",60 m²,4 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,4 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-minh-khai/toa-van-phong-lo-goc-trung-tam-quan-hai-ba-trung-hn-1-250m2-10-tang-mt-50m-nhinh-300-ty-pr42448487,"Phường Minh Khai, Hai Bà Trưng, Hà Nội",Thỏa thuận,1.250 m²,,,10 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,50 m,30 m,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phung-khoang-phuong-trung-van-prj-khu-do-thi-moi-phung-khoang/chua-den-30ty-co-ngay-can-sam-uat-bac-nhat-tam-van-pr42911579,"Phùng Khoang, ngõ 67, Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",29 tỷ,131 m²,5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,8 m,Nam,Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-chu-trinh-phuong-phan-chu-trinh/ban-hoan-kiem-6-tang-mt-4-5m-35m2-kinh-doanh-trang-suc-nhinh-30-ty-pr42570695,"Phố Phan Chu Trinh, Hoàn Kiếm, Hà Nội",Thỏa thuận,35 m²,5 phòng,5 phòng,6 tầng,Sổ đỏ/ Sổ hồng,,"4,5 m",50 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-miami/re-qua-2pn-gs5-view-be-boi-63m2-gia-5-05bp-lh-pr43020667,"Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,1 tỷ",63 m²,2 phòng,2 phòng,,Hợp đồng mua bán,,,,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-minh-khai/ban-tai-hai-ba-trung-58m-4-tang-mat-tien-rong-ngo-oto-tranh-gia-chi-10-86-ty-pr43129586,"Phường Minh Khai, Hai Bà Trưng, Hà Nội","1,09 tỷ",58 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-huy-du-phuong-cau-dien/ban-khu-lien-co-nguyen-co-thach-55m2-8-tang-thang-may-lo-goc-mt-5m-thong-san-pr43063561,"Đường Huy Du, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","27,5 tỷ",55 m²,3 phòng,8 phòng,8 tầng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.,5 m,12 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-canh-di-phuong-hoang-liet/ban-gap-lo-goc-linh-dam-mai-hn-80m2-mt-5-5m-gia-46-5-ty-pr42451719,"Đường Nguyễn Cảnh Dị, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",33 tỷ,55 m²,6 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"10,5 m",40 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-quan-hoa/ban-phan-lo-o-to-tranh-vao-thang-may-moi-kinh-doanh-7t-60m2-pr42263488,"Đường Hoàng Quốc Việt, Phường Quan Hoa, Cầu Giấy, Hà Nội",15 tỷ,60 m²,4 phòng,4 phòng,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-quoc-trinh-xa-dai-ang/ban-tai-o-to-vao-60m2-gia-dau-tu-4-45-ty-pr43003192,"Đường Nguyễn Quốc Trinh, Xã Đại Áng, Thanh Trì, Hà Nội","4,45 tỷ",60 m²,,,,Sổ đỏ/ Sổ hồng,,4 m,4 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-be-van-dan-phuong-quang-trung-17/cc-ban-ha-dong-kinh-doanh-sam-uat-ngay-dem-tien-khung-pr42797826,"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội","21,3 tỷ","64,4 m²",4 phòng,5 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,8 m,,
