Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-buom-phuong-hang-buom/toi-can-ban-toa-ks-q-hoan-kiem-dt-350-m-x-7-5-t-mt-10-m-gia-260-ty-pr41481966,"Phố Hàng Buồm, Phường Hàng Buồm, Hoàn Kiếm, Hà Nội",265 tỷ,350 m²,48 phòng,,8 tầng,10 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thai-hoc-phuong-dien-bien/-chinh-chu-toi-can-toa-ks-q-ba-dinh-dt-220-m-x-10-t-mt-8-6-m-gia-185-ty-pr42821776,"Đường Nguyễn Thái Học, Phường Điện Biên, Ba Đình, Hà Nội",185 tỷ,220 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguyen-phuc-lai-phuong-o-cho-dua/ban-quan-dong-da-pr43096120,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","57,5 tỷ",112 m²,,9 phòng,9 tầng,8 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-cong-giai-phuong-dich-vong/chu-gui-ban-toa-ks-q-cau-giay-dt-175-190-m-x-11-t-lo-goc-gia-156-ty-pr42279578,"Đường Trương Công Giai, Phường Dịch Vọng, Cầu Giấy, Hà Nội",120 tỷ,190 m²,,,11 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-dinh-chieu-phuong-le-dai-hanh/ban-quan-hai-ba-trung-pr43096054,"Đường Nguyễn Đình Chiểu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",54 tỷ,45 m²,5 phòng,6 phòng,6 tầng,,15 m,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/ban-kdt-himlam-ha-dong-dt-42m-x-7t-x-mt-4-2m-gia-22-ty-co-thuong-luong-pr43096676,"Dự án Him Lam Vạn Phúc, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",22 tỷ,42 m²,,,7 tầng,"4,2 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-dang-ninh-phuong-phu-la/ban-mp-ha-dong-dt-40m-x-5t-x-mt-4m-gia-13-5-ty-co-thuong-luong-pr43096665,"Đường Trần Đăng Ninh, Phường Phú La, Hà Đông, Hà Nội","13,5 tỷ",40 m²,,,,4 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-loi-1-phuong-ha-cau/ban-mp-dong-dt-107m-x-5t-x-mt-5-1m-gia-52-5-ty-co-thuong-luong-pr43096655,"Đường Lê Lợi, Phường Hà Cầu, Hà Đông, Hà Nội","52,5 tỷ",107 m²,,,5 tầng,"5,1 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/ban-cau-giay-dt-47m-x-4t-x-mt-4-5m-gia-22-4-ty-co-thuong-luong-pr43096649,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội","22,4 tỷ",47 m²,,,4 tầng,"4,5 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hong-phong-phuong-quang-trung-17/ban-p-ha-dong-dt-70m-x-4t-x-mt-5m-gia-32-5-ty-co-thuong-luong-pr43096637,"Đường Lê Hồng Phong, Phường Quang Trung, Hà Đông, Hà Nội","32,5 tỷ",70 m²,,,5 tầng,5 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-giang-vo/toa-chdv-dong-tien-1-2-ty-nam-19-ng-vf3-do-cua-gan-day-du-pccc-90m-pr42996244,"Phố Kim Mã, Phường Giảng Võ, Ba Đình, Hà Nội","18,3 tỷ",90 m²,21 phòng,21 phòng,7 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-2-prj-khu-do-thi-moi-resco/-oct3c-kdt-res-dien-tich-lon-lo-goc-tien-ich-ngap-tran-pr40752822,"Dự án Resco Cổ Nhuế, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","5,8 tỷ",97 m²,4 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-lang-ha-phuong-lang-ha/toa-chdv-thoang-truoc-sau-gan-sat-ngay-oto-xay-moi-tng-may-dt-90-1th-15pkk-pr43096912,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội","13,8 tỷ",62 m²,15 phòng,,7 tầng,,,Sổ đỏ,Full đồ.,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/t-ban-nhanh-1n-ma-s1-08218a-full-noi-that-view-tang-dep-pr43094914,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,5 tỷ",48 m²,1 phòng,1 phòng,,,,Sổ đỏ,Nội thất: Full đồ.,Tây - Nam,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-phung-hung-1-phuong-phuc-la/ban-mp-ha-dong-dt-108m-x-3t-x-mt-4-2m-gia-38-ty-co-thuong-luong-pr43094782,"Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",38 tỷ,108 m²,,,3 tầng,"4,2 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/ban-cau-giay-dt-75m-x-3t-x-mt-5m-gia-19-7-ty-co-thuong-luong-pr43094748,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội","19,7 tỷ",75 m²,,,3 tầng,5 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-my-dinh-1/-dep-o-ngay-52m2-5-tang-6-ngu-cach-o-to-tranh-15m-gia-9-5-ty-co-tl-pr43096625,"Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","9,5 tỷ",52 m²,6 phòng,4 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,Nội thất xịn.,,
https://batdongsan.com.vn/ban-dat-duong-tinh-quang-phuong-giang-bien-1/100m2-mt-6-1m-to-4-gan-tien-ich-gia-sieu-re-chi-3-9-ty-pr37398110,"Đường Tình Quang, Phường Giang Biên, Long Biên, Hà Nội","3,8 tỷ",55 m²,,,,,4 m,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,
https://batdongsan.com.vn/ban-dat-duong-giang-bien-phuong-giang-bien-1/ban-to-6-long-dien-tich-55m2-mt-4-3m-o-to-7-cho-vao-gia-chi-5-4-ty-pr41235410,"Đường Tình Quang, Phường Giang Biên, Long Biên, Hà Nội","5,5 tỷ",55 m²,,,,"4,3 m",,Sổ đỏ/ Sổ hồng.,,Bắc,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/ban-3pn2wc-118m2-view-tron-500ha-kng-khi-trong-lanh-tang-cao-dep-pr43054879,"Dự án Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội","11,5 tỷ",118 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngoc-trai-8-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-can-ban-da-hoan-thien-su-dung-duoc-ngay-tot-pr42958037,"Vinhomes Ocean Park Gia Lâm, Đường Ngọc Trai 8, Xã Dương Xá, Gia Lâm, Hà Nội","23,5 tỷ","70,8 m²",3 phòng,4 phòng,5 tầng,6 m,52 m,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi/-phan-lo-65m2-mat-tien-4-5m-q-long-bien-sieu-tien-ich-chi-8-9-ty-pr39744264,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội","3,5 tỷ",35 m²,,,,"3,6 m",3 m,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-kho-nha-xuong-duong-21b-thi-tran-kim-bai-prj-cum-cong-nghiep-kim-bai/chinh-chu-can-ban-2100m-dat-cn-telin-thanh-oai-hn-gia-8-55-m-lh-pr43095972,"Cụm công nghiệp Kim Bài, Đường 21B, Thị trấn Kim Bài, Huyện Thanh Oai, Hà Nội","8,55 triệu/m²",2.100 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-pham-khac-quang-phuong-giang-bien-1/ban-90m2-tdc-vi-tri-dep-nhieu-tien-ich-doi-dien-vuon-hoa-chi-16-5-ty-pr41452569,"Đường Phạm Khắc Quảng, Phường Giang Biên, Long Biên, Hà Nội","15,2 tỷ",70 m²,,,,5 m,8 m,Sổ đỏ/ Sổ hồng.,,Đông,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-thach-ban-phuong-thach-ban-1-prj-khu-nha-o-thach-ban/-lo-goc-quy-dia-long-bien-tttm-eon-9ty98-tua-long-mach-7tang-pr43077624,"Thạch Bàn, Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội","9,98 tỷ",40 m²,4 phòng,5 phòng,7 tầng,"5,4 m",6 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-xa-phu-son_1/ban-lo-dep-tai-thon-giao-tat-a-kim-son-gia-lam-gia-2-ty-200-trieu-pr42863139,"Phú Sơn, Gia Lâm, Hà Nội","2,2 tỷ",43 m²,,,,"4,2 m",2 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-lo-duc-phuong-dong-nhan/-chinh-chu-phan-ngo-o-to-30m2-quan-hai-ba-trung-tp-ha-noi-gia-6-5-ty-pr43096860,"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội","6,5 tỷ",30 m²,4 phòng,3 phòng,4 tầng,"4,2 m","3,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-1/ban-nam-tu-liem-51m2-4-tang-4n-ngo-ngong-gan-o-to-gia-6-2-ty-pr43096806,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","6,2 tỷ",51 m²,4 phòng,4 phòng,4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-mai-2/can-ban-gap-trung-tam-hoang-33m-5-tang-mat-tien-rong-4-5m-gan-pho-chi-6-8ty-pr43096857,"Phường Tân Mai, Hoàng Mai, Hà Nội","6,8 tỷ",32 m²,3 phòng,,5 tầng,"4,5 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-xuan-la/ban-dan-xay-gan-cho-buoi-dt-40m-3-tang-san-o-oto-do-cong-nhinh-9-5-ty-pr43096828,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội","9,5 tỷ",40 m²,4 phòng,4 phòng,3 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-quynh-mai/b-an-toa-ccmn-cuc-dep-60m-6t-mt4-5m-nhinh-12-toi-10m-ra-oto-dong-tien-750tr-nam-pr43096835,"Phố Bạch Mai, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",Thỏa thuận,60 m²,13 phòng,14 phòng,6 tầng,"5,4 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-co-nhue-2/ban-goc-3pn-ngay-88m2-full-noi-that-o-ngay-pr43065064,"Đường Hoàng Quốc Việt, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","4,9 tỷ",88 m²,3 phòng,3 phòng,,,,Sổ đỏ/ Sổ hồng,Full nội thất.,,
https://batdongsan.com.vn/ban-nha-rieng-pho-lac-trung-phuong-vinh-tuy/ban-90m-4t-mt8m-chi-29-toi-phan-lo-ga-ra-oto-via-he-o-to-tranh-mat-tien-khung-pr43096830,"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",29 tỷ,90 m²,5 phòng,5 phòng,4 tầng,8 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thuy-khue-phuong-thuy-khue-prj-golden-westlake/-ban-duplex-tay-doc-nhat-dang-cap-view-tron-tay-252m2-45-ty-pr42442989,"Dự án Golden Westlake, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",45 tỷ,235 m²,,,,,,Sổ đỏ chính chủ.,,,
https://batdongsan.com.vn/ban-dat-xa-phung-chau/can-ban-gap-lo-thon-phuong-dong-chuong-my-ha-noi-pr41619630,"Xã Phụng Châu, Chương Mỹ, Hà Nội",60 triệu/m²,65 m²,,,,52 m,3 m,Sổ đỏ/ Sổ hồng,,Đông - Bắc,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-ta-quang-buu-phuong-bach-khoa/ban-lon-41m-4t-mt8-8m-lo-goc-nhinh-30-toi-phan-khuc-hiem-2-thoag-pr43096822,"Phố Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",37 tỷ,41 m²,2 phòng,3 phòng,4 tầng,"8,8 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-xuan-la/can-ban-gap-pho-q-tay-ho-190m2-lo-goc-4-tang-mt-27m-o-to-87-5-ty-pr42428123,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội","87,5 tỷ",190 m²,4 phòng,,3 tầng,27 m,,Sổ đỏ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-xuan-dieu-phuong-quang-an-2/can-ban-gap-235m2-7-tang-mt-7m-view-ho-tay-gan-200-ty-gan-an-pr38119766,"Đường Quảng An, Phường Quảng An, Tây Hồ, Hà Nội",200 tỷ,235 m²,,,6 tầng,"8,2 m",,Sổ đỏ chính chủ.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-me-tri-phuong-me-tri-prj-golden-palace/chinh-chu-ban-penuse-nam-tu-liem-468m-view-dep-doc-pr43096785,"Golden Palace, Mễ Trì, Mễ Trì, Nam Từ Liêm, Hà Nội","46,5 tỷ",468 m²,6 phòng,5 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-phuong-nghia-do-1/sieu-pham-cau-giay-ca-pho-chi-co-1-toa-van-phong-dt-251m-8-tang-mt-10-5m-gia-130-ty-pr42942574,"Phường Nghĩa Đô, Cầu Giấy, Hà Nội",130 tỷ,251 m²,,,7 tầng,"10,5 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-lang-thuong/phao-dai-phan-lo-2-mat-thoang-o-to-do-cua-dan-tri-cao-dt85m-5-tang-mt-4-1m-gia-36-ty-pr42946653,"Phường Láng Thượng, Đống Đa, Hà Nội",36 tỷ,85 m²,,,5 tầng,"4,1 m",,Sổ đỏ/ Sổ hồng,,Nam,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/can-ban-gap-vip-q-tay-ho-lo-goc-300m2-4-tang-mt-9-6m-150-ty-pr42640765,"Dự án Ciputra Hà Nội, Phường Phú Thượng, Tây Hồ, Hà Nội",150 tỷ,300 m²,,,4 tầng,"9,6 m",,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-long-bien/ban-p-46m2-5-tang-full-noi-that-50m-ra-aeon-mall-o-suong-pr43074368,"Phường Long Biên, Quận Long Biên, Hà Nội","8,2 tỷ",46 m²,,,5 tầng,,,,Full nội thất ở xịn xò.,,
https://batdongsan.com.vn/ban-dat-duong-dong-du-1-xa-bat-trang-1/ban-khu-tdc-via-he-oto-tranh-60m2-kinh-doanh-dau-tu-giu-tien-xay-nha-o-suong-pr43082973,"Đường Đông Dư, Xã Bát Tràng, Gia Lâm, Hà Nội","8,28 tỷ",60 m²,,,,4 m,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-mai-phuong-dinh-cong/ban-4-8-ty-vnd-tai-ha-noi-40m2-pr41325390,"Đường Hoàng Mai, Phường Định Công, Hoàng Mai, Hà Nội","4,7 tỷ",40 m²,3 phòng,4 phòng,3 tầng,9 m,2 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-dat-pho-hong-tien-phuong-bo-de/-manh-dep-con-xot-lai-dt-115m2-mt-6-6m-gia-24ty-o-to-7-cho-vao-pr43096789,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",24 tỷ,115 m²,,,,"6,6 m",,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-dat-duong-kim-quan-thuong-phuong-viet-hung-2/ban-dau-gia-tt2-via-he-rong-view-cong-vien-dt-85m2-mt-5m-gia-18-6-ty-co-tl-pr40330936,"Đường Kim Quan Thượng, Phường Việt Hưng, Long Biên, Hà Nội","20,7 tỷ",85 m²,,,,5 m,25 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-32-xa-duc-thuong-prj-tan-viet-tower/ban-cc-3pn-2wc-tai-3-5-ty-116m2-hoai-ha-noi-pr43066378,"Tân Việt Tower, Đường Quốc lộ 32, Xã Đức Thượng, Hoài Đức, Hà Nội","3,5 tỷ",116 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-nr-4-8-ty-24m2-2pn-3wc-huong-nam-ba-dinh-ha-noi-pr43096740,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","4,8 tỷ",24 m²,2 phòng,3 phòng,3 tầng,"5,6 m",2 m,Sổ đỏ/ Sổ hồng,Cơ bản,Nam,Nam
https://batdongsan.com.vn/ban-dat-phuong-lang-thuong/chinh-chu-ban-gap-lo-goc-dep-nhat-phao-dai-2-mat-ngo-cach-o-to-35m-dt-50m-mt-7-8m-gia-9-9ty-pr42936311,"Phường Láng Thượng, Đống Đa, Hà Nội","9,9 tỷ",50 m²,,,,"7,8 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-quan-hoa-phuong-quan-hoa/ban-nr-4pn-4-tang-62m2-tai-cau-giay-ha-noi-gia-cuc-chat-12-5-ty-pr43096770,"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội","12,5 tỷ",62 m²,4 phòng,,4 tầng,"3,3 m",2 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lam-ha-1-phuong-bo-de/-2-mat-ngo-truoc-sau-view-cong-vien-ho-dieu-hoa-via-he-o-to-tranh-kd-75m2-27-5-ty-pr43096769,"Đường Lâm Hạ, Phường Bồ Đề, Long Biên, Hà Nội","27,5 tỷ",75 m²,4 phòng,3 phòng,4 tầng,"4,3 m",,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-phao-dai-lang-phuong-lang-thuong/-dep-khu-dan-tri-cao-50-m-ra-o-to-tranh-dt-38m-5-tang-mt-4m-7-8-ty-nhinh-pr42987119,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội","7,8 tỷ",38 m²,3 phòng,4 phòng,5 tầng,4 m,,Sổ đỏ/ Sổ hồng,,Đông,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phu-thuong-phuong-phu-thuong-1/26-ty-ho-tay-ong-100m2-x-5-tang-lo-goc-mt-9m-thiet-chau-au-pr43096754,"Đường Phú Thượng, Phường Phú Thượng, Tây Hồ, Hà Nội",26 tỷ,100 m²,6 phòng,5 phòng,5 tầng,9 m,8 m,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vuong-thua-vu-phuong-khuong-mai/toa-van-ng-thanh-xuan-via-he-dong-tien-120-trieu-thang-181-m2-pr43096711,"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",60 tỷ,181 m²,7 phòng,8 phòng,7 tầng,5 m,12 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-de-phuong-bo-de/cuc-hot-hong-tien-long-bien-dan-xay-5-tang-thang-may-gara-o-to-full-noi-that-nhinh-15-ty-pr43096741,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội","15,2 tỷ",55 m²,4 phòng,4 phòng,5 tầng,4 m,15 m,Sổ đỏ/ Sổ hồng,Đầy đủ,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trieu-khuc-phuong-thanh-xuan-bac-prj-chung-cu-pcc1-trieu-khuc/chinh-chu-ban-2pn-dt56m2-gia-4-5-ty-bao-phi-lh-pr42832948,"Dự án PCC1 Triều Khúc, Đường Triều Khúc, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội","4,5 tỷ",56 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Nội thất gia đình làm đầy đủ.,,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ha-dinh-phuong-thanh-xuan-trung-prj-khu-do-thi-54-ha-dinh/chinh-chu-ban-3pn-dt90m2-54-gia-4-ty-bao-phi-lh-pr40992318,"Dự án 54 Hạ Đình, Phố Hạ Đình, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","4,2 tỷ",80 m²,2 phòng,2 phòng,,,,,Nội thất đầy đủ mới xịn.,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/ban-nhanh-ch-2pn-gia-tot-nhat-toa-de-lai-full-do-pr43094548,"Dự án Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",95 triệu/m²,87 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-trong-tue-xa-ta-thanh-oai-prj-chung-cu-dai-thanh/-ban-goc-2n-2vs-dien-tich-56m-tang-cao-tang-mat-phap-ly-hdmb-nha-dep-tro-vay-pr43096731,"Dự án Chung cư Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội","2,1 tỷ",56 m²,2 phòng,2 phòng,,,,Hợp đồng mua bán,Cơ bản,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huu-hung-phuong-tay-mo-prj-khu-do-thi-tay-mo/toi-chinh-chu-ban-2pn-dt55m2-viglacera-gia-3-1-ty-lh-pr42438975,"Dự án Tây Mỗ, 272 Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","3,2 tỷ",55 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
https://batdongsan.com.vn/ban-dat-duong-yen-nghia-phuong-yen-nghia-1/to-6-lo-goc-sat-vanh-dai-4-oto-tranh-kinh-doanh-dau-tu-pr43086565,"Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội","5,75 tỷ","35,2 m²",,,,4 m,5 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-nhan-chinh-prj-diamond-flower-tower/-chu-ban-dt124m2-da-co-so-do-day-du-noi-that-gia-thuong-luong-pr29412266,"Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",9 tỷ,122 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-xuan-dinh-phuong-xuan-dinh-prj-khu-ngoai-giao-doan/moi-ra-216m2-58-ty-pr43096720,"Dự án Khu Ngoại Giao Đoàn, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",270 triệu/m²,216 m²,4 phòng,5 phòng,4 tầng,12 m,15 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-an-lac-green-symphony/-xe-khe-b-bt-kdt-133mx4t-sieu-vip-kd-dau-tu-20-ty-g-ho-mt-rong-hoai-duc-pr42018069,"Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",20 tỷ,133 m²,5 phòng,5 phòng,4 tầng,,13 m,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-pham-hung-phuong-me-tri-prj-khu-do-thi-me-tri-ha/-lo-goc-ban-bt-kdt-143mx4t-oto-tranh-kd-vp-mt-10m-gan-pho-dang-cap-so-vuong-41-5-ty-pr42018625,"Dự án KĐT Mễ Trì Hạ, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.","41,5 tỷ",160 m²,6 phòng,5 phòng,4 tầng,12 m,15 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-trieu-khuc-xa-tan-trieu/ban-thanh-xuan-35m2-5-tang-cach-oto-20m-gia-hon-7-ty-pr43096706,"Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội","7,5 tỷ",40 m²,6 phòng,5 phòng,5 tầng,"3,6 m",2 m,Sổ đỏ/ Sổ hồng,Cơ bản,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-masteri-west-heights/-doc-dao-ban-c-vinhomes-smart-city-62m-2pn-2vs-huong-mat-hon-5-ty-tang-noi-that-pr42786717,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,3 tỷ",62 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,
