Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Đường vào,Số tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/quy-chuyen-nhuong-doc-quyen-gia-re-minh-khai-em-cuong-pr42471524,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","3,9 tỷ",45 m²,1 phòng,1 phòng,,,,"- Hệ thống bếp và tủ bếp thương hiệu Hafele. - Điều hòa âm trần Daikin. - Full WC thương hiệu Kohler. - Đèn, trần thạch cao, sàn gỗ.",,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/can-96m2-gia-tot-nhat-du-an-dan-phuong-thanh-toan-som-chi-16-45-ty-pr42798207,"Vinhomes Wonder City Đan Phượng, Xã Tân Hội, Đan Phượng, Hà Nội","16,45 tỷ",96 m²,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,8 m,,4 tầng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/can-chuyen-nhuong-can-i-khu-cao-cap-15-3-ty-lh-pr43083013,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","15,3 tỷ",135 m²,,,,,,,8 m,,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/doc-quyen-quy-ngoai-giao-mat-ho-gia-tot-nhat-thi-truong-pr43012471,"Vinhomes The Gallery, 148, Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",Thỏa thuận,80 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lieu-giai-phuong-ngoc-khanh-prj-vinhomes-metropolis-lieu-giai/ban-tai-vinmes-29-gia-159ttr-m2-ngay-14-4-2025-em-tra-pr42726869,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội","20,5 tỷ",130 m²,3 phòng,3 phòng,,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-dai-co-viet-phuong-bach-khoa/chinh-chu-ban-dt-195m-9-tang-vi-tri-sieu-dep-pr42895178,"Đường Đại Cồ Việt, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",149 tỷ,195 m²,9 phòng,,,,,,"6,8 m",,9 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/ban-studio-1-68-ty-1pn-2-73-ty-2pn-60m-3ty380tr-va-3pn-83m-4-ty-620-vin-city-pr40633979,"Dự án The Sakura - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","1,8 tỷ",25 m²,3 phòng,2 phòng,,,,"Full nội thất,",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-paris-vinhomes-ocean-park/-2n-ky-hdmb-voi-15-550-trieu-thuoc-toa-cuoi-cung-1-pr43082131,"Dự án The Paris - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Thỏa thuận,64 m²,2 phòng,2 phòng,,Đông - Nam,Hợp đồng mua bán,Cơ bản,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-tonkin-vinhomes-smart-city/ban-studio-1-75-ty-1pn-2-75-ty-2pn-60m-3ty580tr-va-3pn-83m-4-ty-820-vin-city-pr40634057,"Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.","4,8 tỷ","70,6 m²",3 phòng,2 phòng,Tây - Nam,Đông - Bắc,,Full nội thất.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-ban-gap-1pn-46m2-2-75ty-bao-phi-tang-dep-full-do-dau-tu-hon-250tr-san-so-dttt-42-8m2-pr41608203,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,5 tỷ",94 m²,3 phòng,,Đông - Nam,,Sổ đỏ,Full,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/ban-view-cong-vien-va-san-golf-thiet-dep-noi-that-co-ban-gan-ho-tay-lotte-pr41262953,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",350 triệu/m²,324 m²,6 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,,12 m,20 m,3 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/cap-nhat-bang-hang-chuyen-nhuong-my-dinh-28-3-2025-pr42631939,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","18,6 tỷ",80 m²,4 phòng,5 phòng,Tây - Nam,Tây - Nam,"Pháp lý hoàn chỉnh, giao dịch ngay trong 1 nốt nhạc.",Đầy đủ nội thất xịn.,6 m,20 m,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-tuan-phuong-nhan-chinh/ban-pho-thanh-xuan-ha-noi-dt-90m2-mt-5m-5-tang-tm-32-ty-pr42848494,"Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",32 tỷ,90 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-sao-bien-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-ban-gap-can-trong-thang-song-lap-vin1-gan-cuc-re-mien-tg-pr43081327,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Sao Biển, Xã Dương Xá, Gia Lâm, Hà Nội",24 tỷ,150 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,4 tầng
https://batdongsan.com.vn/ban-dat-duong-thuy-lam-xa-thuy-lam/ban-lo-se-khe-3-mat-thoang-dau-gia-dong-anh-ha-tang-vip-pr43078809,"Đường Thụy Lâm, Xã Thụy Lâm, Đông Anh, Hà Nội",Thỏa thuận,"87,5 m²",,,,,Sổ đỏ/ Sổ hồng,,5 m,"12,5 m",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-giap-phuong-cau-dien-prj-hoang-thanh-pearl/quy-ch-2-va-3-ngu-chinh-chu-gui-ban-gia-cuc-tot-quy-khach-hang-xem-nha-truc-tiep-pr43080914,"Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","6,15 tỷ",80 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam,Hợp đồng mua bán,Cơ bản,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/duy-nhat-1-ngoai-giao-tu-vp-bank-cho-4pn-149m2-o-gd2-chiet-khau-len-den-18-8-pr43080864,"The Matrix One, Lê Quang Đạo, Mễ Trì, Nam Từ Liêm, Hà Nội",Thỏa thuận,149 m²,4 phòng,3 phòng,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-vinhomes-d-capitale/cap-nhat-quy-studio-1pn-2pn-3pn-tai-vinmes-dcapitale-lien-he-pr42601581,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội","9,5 tỷ",88 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-n05-kdt-dong-nam-tran-duy-hung/chinh-chu-ban-181m2-25t1-full-noi-that-5-pr42955500,"N05 - KDT Đông Nam Trần Duy Hưng, Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội","16,2 tỷ",181 m²,3 phòng,3 phòng,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-hang-bac/vi-tri-kim-cuong-nga-4-ta-hien-luong-ngoc-quyen-dt-180m2-mt-20m-lo-goc-co-102-co-pr43079095,"Phường Hàng Bạc, Hoàn Kiếm, Hà Nội",220 tỷ,180 m²,,,,,Sổ đỏ/ Sổ hồng,,20 m,10 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/tong-hop-cac-can-gia-tot-ban-ta-ha-noi-hien-nay-lh-mr-hieu-pr39743775,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",400 triệu/m²,341 m²,5 phòng,4 phòng,Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,3 tầng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-dai-lo-thang-long-phuong-tay-mo-prj-lumi-hanoi/dia-chan-chan-de-ha-noi-ban-80-130m2-gia-ko-chenh-cho-thue-70-100tr-ky-cdt-pr42931195,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","12,5 tỷ",90 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/ban-gap-dep-tai-33-ty-171m2-pr42882742,"Vinhomes Thăng Long, An Khánh, Hoài Đức, Hà Nội","32,8 tỷ",171 m²,,,Tây - Bắc,,,,,,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-lumi-hanoi/pkd-du-an-ha-noi-tong-hop-quy-hang-chuyen-nhuong-1-2-3pn-pent-duplex-dep-nhat-du-an-gia-tot-pr42384521,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.","3,2 tỷ",43 m²,1 phòng,1 phòng,,,Hợp đồng mua bán,"Nâng cấp tiêu chuẩn bàn giao: Cửa sổ tất cả các phòng ngủ dùng Kính full trần sàn, ban công full kính đón trọn bộ ánh sáng tự nhiên và nâng cao tính thẩm mỹ.",,,
https://batdongsan.com.vn/ban-dat-xa-binh-yen-1/re-nhat-thi-truong-lo-86-3m2-duong-3-o-to-tai-hoa-lac-sat-cnc-dh-fpt-hon-2-8-ty-pr42928381,"Bình Yên, Thạch Thất, Hà Nội",33 triệu/m²,"86,3 m²",,,Tây - Bắc,,Sổ đỏ/ Sổ hồng,,"5,6 m",7 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/sieu-hoi-chi-18-x-ti-co-can-100m2-mat-30m-so-do-tai-du-an-hoai-duc-pr42696368,"Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội","17,3 tỷ",100 m²,6 phòng,6 phòng,Bắc,Bắc,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,30 m,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-imperia-smart-city/chuyen-ban-cc-vinmes-gia-tot-nhat-thi-truong-tu-van-24-7-pr43023888,"Imperia Smart City, Đại lộ Thăng Long, Tây Mỗ, Nam Từ Liêm, Hà Nội","3,1 tỷ",43 m²,1 phòng,1 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/tong-p-120-loai-1-2-3-4-ngu-dap-tng-duplex-gia-chuyen-nhuong-cuc-tot-pr42961010,"Royal City, Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội","10,5 tỷ",130 m²,3 phòng,2 phòng,Đông - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-dong-phuong-co-nhue-1/hot-20m-ra-pho-kinh-doanh-o-to-tranh-40-45m2-x-4-tang-mt-5-1-12-x-ty-pr43069324,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","12,6 tỷ",45 m²,3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,1 m","5,5 m",4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-imperia-sola-park/tong-hop-quy-chuyen-nhuong-150-gia-re-va-cat-lo-tai-du-an-the-vinhomes-smart-city-pr43068693,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,54 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Bắc,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-thuong-tin-prj-minh-an-green-park/quy-ngoai-giao-cac-c-dep-gia-noi-bo-du-vay-0-12-thg-lh-pr42961231,"Dự án Minh An Green Park, Thị trấn Thường Tín, Thường Tín, Hà Nội",13 tỷ,80 m²,,,,,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-thuong-1-prj-ha-do-charm-villas/ban-hang-chuyen-nhuong-vi-tri-sieu-dep-gia-re-nhat-thi-truong-pr41852977,"Dự án Hado Charm Villas, Đường Đại lộ Thăng Long, Xã An Thượng, Hoài Đức, Hà Nội","17,5 tỷ",110 m²,6 phòng,7 phòng,,Đông - Nam,Hợp đồng mua bán,,5 m,13 m,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-seasons-avenue/hang-hot-ban-cc-85m2-6-ty-p-ha-dong-hn-lh-ngay-pr42952803,"Seasons Avenue, Mỗ Lao, Hà Đông, Hà Nội",6 tỷ,85 m²,2 phòng,2 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-dong-hoi-prj-eurowindow-river-park/chinh-chu-nhuong-lai-82m2-tng-thuy-3pn2wc-goc-tang-dep-re-nhat-thi-truong-pr42942973,"Eurowindow River Park, 5, Đông Hội, Đông Anh, Hà Nội","3,8 tỷ",77 m²,3 phòng,2 phòng,Đông - Bắc,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-seasons-avenue/cat-lo-6-7-8-9-toa-s4-tang-dep-lh-098-1960-899-pr18498582,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội",Thỏa thuận,105 m²,3 phòng,2 phòng,Đông - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Nội thất.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-cau-dien-prj-iris-garden/em-thom-cap-nhat-quy-ch-2-3-4pn-t5-2025-dt-61-7-104-135m-gia-tot-san-so-lh-pr43065525,"Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Thỏa thuận,135 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-indochina-plaza-hanoi/ban-quy-toa-iph-tu-2-3-4pn-dien-tich-tu-93-145-198-217m-san-so-do-gia-tot-thang3-2025-pr42488685,"Indochina Plaza, 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","12,45 tỷ",113 m²,3 phòng,2 phòng,,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-miami/ban-nhanh-3pn-dt-75m2-co-gia-re-nhat-vinhome-smart-chi-5-2-ty-bao-phi-lh-pr42606987,"Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,15 tỷ",75 m²,3 phòng,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-dieu-phuong-quang-an-2-prj-d-le-roi-soleil/b-penuse-222-3m2-4-pn-veiw-tay-dle-59-tay-pr43063484,"Dự án D’. Le Roi Soleil , 59 Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",40 tỷ,"222,3 m²",4 phòng,4 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Không nội thất,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/ban-cc-water-front-4-4-ty-61m2-2pn-2vs-o-gia-lam-hn-hang-hot-pr43063408,"M2 Masteri Waterfront, Quốc Lộ 5B, Đa Tốn, Gia Lâm, Hà Nội","4,5 tỷ",61 m²,2 phòng,2 phòng,,,Đang chờ sổ,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-trieu-prj-khu-do-thi-moi-cau-buou/ban-gap-56m2-13-ty-kdt-phan-lo-dep-hang-hiem-dau-tu-hap-dan-pr43063139,"Dự án KĐTM Cầu Bươu, Xã Tân Triều, Thanh Trì, Hà Nội","12,5 tỷ",56 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-mai-dich-prj-chung-cu-the-nine/chinh-chu-gui-ban-quy-cau-giay-du-dien-tich-tu-2-3-phong-ngu-gia-re-nhat-thi-truong-pr43062951,"The Nine, Số 9, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội","8,2 tỷ",88 m²,3 phòng,2 phòng,Đông,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-phu-cat-1/ban-gap-2-lo-mat-duong-chinh-quoc-lo-mat-tien-gan-10m-tai-quoc-oai-ha-noi-pr42807188,"Xã Phú Cát, Quốc Oai, Hà Nội",69 triệu/m²,"452,6 m²",,,Tây - Nam,,Sổ đỏ/ Sổ hồng,,"9,76 m",,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-quy-villa-kdt-duong-noi/gia-dinh-co-viec-gap-ban-gap-can-nam-cuong-duy-nhat-huong-dong-nam-mat-truong-hoc-pr43061617,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",41 tỷ,180 m²,,,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Không nội thất,9 m,"11,5 m",4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/bql-du-an-ngay-23-5-cap-nhat-quy-60ch-2pn-3pn-4pn-gia-tu-5-6-ty-9-ty-lh-truc-tiep-pr43061601,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","5,6 tỷ",79 m²,2 phòng,,Nam,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/quy-can-moi-nhat-lo-goc-dep-gia-chi-25-ty-full-noi-that-pr41545351,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội","16,5 tỷ",95 m²,4 phòng,5 phòng,Đông - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,3 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-ban-1pn-46m-full-noi-that-gia-2-7-ty-toa-moi-tai-kdt-vinmes-city-pr42966653,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","2,6 tỷ",43 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-quan-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/ban-kdt-ha-dong-100m2-mat-xe-bus-chay-tien-kd-12-ty-tl-0903491385-pr30353807,"Dự án KĐT Văn Quán, Đường Văn Quán, Phường Phúc La, Hà Đông, Hà Nội.","26,5 tỷ",112 m²,,,,,SĐCC,,"7,5 m",,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-thach-bich-xa-bich-hoa/chinh-chu-ban-dep-o-to-do-tai-thanh-luong-thanh-oai-pr43058602,"Đường Thạch Bích, Xã Bích Hòa, Thanh Oai, Hà Nội","3,35 tỷ",33 m²,3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,5 m",3 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-me-tri-thuong-phuong-me-tri/ban-80m2-dat-cuc-dep-tai-sat-bo-ngoai-giao-san-5t-can-ho-dv-50m-ra-lon-pr43051277,"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","19,5 tỷ",80 m²,12 phòng,12 phòng,,,Sổ đỏ/ Sổ hồng,,"5,6 m",3 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-vu-xuan-thieu-phuong-sai-dong/-long-bien-5-tang-moi-tinh-dt62m-mt-10-8m-lo-goc-3-thoang-gia-sieu-dau-tu-pr42977262,"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội","6,25 tỷ",62 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,"10,8 m",,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-thach-ban-phuong-thach-ban-1/-tai-long-bien-ha-noi-6-ty-30-m2-pr43045414,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",6 tỷ,30 m²,2 phòng,2 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-kim-ma/chinh-chu-can-ban-gap-ba-dinh-ha-noi-5-tang-full-noi-that-gia-re-pr42040749,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội","8,5 tỷ",43 m²,5 phòng,3 phòng,Bắc,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,8 m",,5 tầng
https://batdongsan.com.vn/ban-dat-duong-bat-khoi-phuong-long-bien/ban-sieu-hiem-dep-dam-quang-trung-ngo-thong-mat-tien-khung-o-to-7-cho-vao-pr43041708,"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội","14,8 tỷ","137,2 m²",,,Đông - Nam,,Có sổ.,,"7,54 m",,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/gd-tai-chinh-ban-gap-2-tai-du-an-2pn-86m2-3pn-114m2-view-gia-8-7-ty-pr43039890,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",13 tỷ,114 m²,3 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Full nội thất liền tường cao cấp 5*.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lieu-giai-phuong-ngoc-khanh-prj-vinhomes-metropolis-lieu-giai/quy-ban-gap-1pn-2pn-3pn-4pn-gia-tot-xem-nha-24-7-lh-pr42075911,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",23 tỷ,146 m²,4 phòng,3 phòng,,Đông - Nam,,,,,
https://batdongsan.com.vn/ban-dat-xa-yen-bai/ban-415-5m2-5-ty-tai-ba-vi-ha-noi-sieu-hot-uy-tin-pr43027046,"Xã Yên Bài, Ba Vì, Hà Nội",5 tỷ,"415,5 m²",,,Đông - Nam,,Sổ đỏ/ Sổ hồng,,37 m,6 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-khuat-duy-tien-phuong-nhan-chinh-prj-viet-duc-complex/ban-hang-hiem-tai-9-ty-138m2-3pn-2wc-q-thanh-xuan-hn-pr43022964,"Việt Đức Complex, Khuất Duy Tiến, Nhân Chính, Thanh Xuân, Hà Nội","8,9 tỷ",138 m²,3 phòng,2 phòng,Đông - Nam,Tây - Bắc,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nui-truc-phuong-kim-ma-prj-nui-truc-square/ban-duy-nhat-cao-cap-chinh-chu-tai-2pn-2wc-dt-69-5m2-pr42892690,"Núi Trúc Square, Số 17, Đường Núi Trúc, Phường Kim Mã, Ba Đình, Hà Nội","5,1 tỷ","69,5 m²",2 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/duy-nhat-3pn-re-nhat-tai-lake-side-toa-z34-pr43018567,"Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","5,5 tỷ","82,4 m²",3 phòng,2 phòng,Đông - Nam,Đông - Nam,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/chuyen-nhuong-dap-thong-sieu-vip-dep-lung-linh-tai-city-pr43016912,"Royal City, Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội",28 tỷ,270 m²,4 phòng,4 phòng,Đông,Tây,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất đẹp lung linh, sang trọng, đẳng cấp.",,,
https://batdongsan.com.vn/ban-nha-rieng-pho-le-mat-phuong-viet-hung-2/ban-6-2m-tien-44m2-8-95-ty-tai-so-6-ngo-25-long-bien-ha-noi-pr43011505,"Số 6, Ngõ 25, Phố Lệ Mật, Phường Việt Hưng, Long Biên, Hà Nội","8,95 tỷ",44 m²,4 phòng,5 phòng,Nam,Nam,Sổ đỏ/ Sổ hồng,Cơ bản,"6,2 m","2,8 m",6 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-lan-phuong-thanh-tri/ban-moi-xay-huong-nam-khong-nom-am-pr43115341,"Số 2 ngõ 34 Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội","7,3 tỷ","36,5 m²",3 phòng,4 phòng,Nam,Nam,Sổ đỏ/ Sổ hồng,Cơ bản,"3,1 m","2,5 m",5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-chung-cu-the-senique-hanoi/doc-quyen-ban-3pn-2wc-s2-hn-107-5m2-rong-nhat-ocp-tang-cao-view-thoang-vip-nhat-pr43144182,"Chung cư The Senique Hanoi , Dương Xá, Gia Lâm, Hà Nội",Thỏa thuận,"107,5 m²",3 phòng,2 phòng,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,,,
