Link,Địa chỉ,Mức giá,Diện tích,Mặt tiền,Nội thất,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Đường vào,Pháp lý
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-canh-di-phuong-dai-kim-prj-khu-do-thi-dai-kim/lk-gara-o-to-mat-tien-rong-gan-aeon-hoang-mai-lh-0941488668-pr37812821,"Dự án KĐT Đại Kim, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",16 tỷ,54 m²,"4,2 m",Đầy đủ.,6 phòng,4 phòng,5 tầng,,,10 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-trung/sieu-pham-phan-lo-o-to-tranh-kinh-doanh-moi-mat-hang-55m-6t-gia-15-5-ty-o-vip-pr43030369,"Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội","15,5 tỷ",55 m²,4 m,Đầy đủ,2 phòng,7 phòng,6 tầng,,,8 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/ban-tai-quoc-oai-ha-noi-gia-uu-dai-28-trieu-m2-dien-tich-89-m2-pr42768545,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội",28 triệu/m²,89 m²,"5,5 m",,,,,,,6 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/ban-126m2-mt-7m-tai-quoc-oai-ha-noi-2-75-ty-pr42769993,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","2,75 tỷ",126 m²,"5,6 m",,,,,,,8 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/ban-tai-quoc-oai-ha-noi-20-trieu-m2-210-m2-pr42774180,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội",20 triệu/m²,210 m²,7 m,,,,,,,12 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/chinh-chu-ban-gap-ch-2pn-2wc-tai-dt-72m2-gia-5-ty-lh-pr43030079,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",5 tỷ,"62,2 m²",,Đầy đủ.,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-dat-duong-phu-man-1-xa-phu-man/ban-185m2-tai-quoc-oai-ha-noi-gia-23-5-trieu-pr42879710,"Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội","23,5 triệu/m²",185 m²,12 m,,,,,,,6 m,Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/chu-dau-tu-quy-can-moi-nhat-dep-nhat-dan-phuong-mien-goc-lai-24-thang-pr43030172,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","16,5 tỷ",96 m²,8 m,Không nội thất,4 phòng,4 phòng,5 tầng,Đông - Nam,Tây - Bắc,40 m,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-duc-canh-phuong-tuong-mai/sieu-hiem-ngo-thong-san-choi-30m2-5-83ty-pr42840922,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội","5,83 tỷ",30 m²,"3,5 m",Cơ bản,3 phòng,3 phòng,4 tầng,,,"3,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-dong-nhan-phuong-dong-nhan/ban-dep-tai-19-5-ty-90-2m2-nhieu-tien-ich-pr42758058,"Phố Đồng Nhân, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",21 tỷ,"90,2 m²",12 m,,,,3 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-trung-oai-xa-tien-duong/ban-56m2m2-vi-tri-dep-cach-cau-nhat-tan-chua-toi-10-phut-pr42774131,"Đường Trung Oai, Xã Tiên Dương, Đông Anh, Hà Nội","3,7 tỷ",56 m²,4 m,,,,,,,"2,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/sieu-pm-pn-lo-o-to-do-cua-tng-may-kdvp-spa-43m-6t-mt4m-gia-16-9-ty-o-vip-pr43030041,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","16,9 tỷ",43 m²,4 m,Đầy đủ,4 phòng,6 phòng,6 tầng,,,6 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-phu-la-prj-van-phu-victoria/ban-3pn-2vs-119-m2-view-be-boi-pr43029886,"Dự án Văn Phú Victoria, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",Thỏa thuận,"119,5 m²",,Cơ bản,3 phòng,2 phòng,,Đông - Nam,Bắc,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-thanh-luong/ban-pho-lac-trung-khu-phan-lo-gara-o-to-o-cho-thang-may-dt80m-x-6t-mt6m-gia-chao-24-8-ty-pr42724033,"Phường Thanh Lương, Hai Bà Trưng, Hà Nội","24,8 tỷ",80 m²,,,6 phòng,5 phòng,6 tầng,,,,Sổ đỏ.
https://batdongsan.com.vn/ban-nha-mat-pho-duong-den-lu-phuong-hoang-van-thu-4/ban-lo-goc-via-he-da-bong-kinh-doanh-dt57m-x-2t-gia-chao-22-5-ty-pr42704805,"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","22,5 tỷ",57 m²,,,2 phòng,2 phòng,2 tầng,,,,Sổ đỏ.
https://batdongsan.com.vn/ban-dat-duong-xuan-dinh-phuong-xuan-dinh/manh-vang-cho-lang-dau-tu-118m-pho-dinh-pr43027598,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Thỏa thuận,118 m²,"6,7 m",,,,,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-pho-xa-dan-phuong-nam-dong/ban-khu-mat-oto-kinh-doanh-phu-hop-moi-dau-tu-dt240m-mt8-5m-gia-chao50-ty-pr42526637,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",50 tỷ,240 m²,"8,5 m",,2 phòng,2 phòng,2 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-khuong-trung/ban-le-trong-tan-vi-tri-kd-sam-uat-via-he-rong-dt180m-x-3t-mt8-6m-gia-chao-68-ty-pr42741098,"Phường Khương Trung, Thanh Xuân, Hà Nội",70 tỷ,180 m²,,,3 phòng,3 phòng,3 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mo-lao-phuong-mo-lao-prj-thap-doi-kepler-land/ban-cc-78-trieu-70m2-2pn-2wc-ha-dong-hn-gia-cuc-chat-chinh-chu-pr43029792,"Dự án Tháp đôi Kepler Land, Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",78 triệu/m²,70 m²,,Châu âu,2 phòng,2 phòng,,Đông,Đông,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/-goc-sieu-vip-hh02-ha-dong-pr43029725,"Tháp đôi Kepler Land, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội","10,3 tỷ",122 m²,,Đầy đủ,3 phòng,2 phòng,,Đông - Nam,Tây - Bắc,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-xa-trang-viet/ban-dau-gia-x1-dong-cao-me-linh-ha-noi-pr42856786,"Thôn Đông Cao, Xã Tráng Việt, Mê Linh, Hà Nội",7 tỷ,96 m²,5 m,,,,,,,7 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-xa-xuan-non/chin-chu-can-ban-63-3m2-dong-anh-duong-5m-ngo-thong-pr42930772,"Xã Xuân Nộn, Đông Anh, Hà Nội",70 triệu/m²,"63,3 m²",4 m,,,,,,,5 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-vinh-ninh-xa-vinh-quynh/ban-tai-6-8-ty-90m2-mat-tien-5-2m-ngo-xe-ba-gac-view-dep-thanh-tri-ha-noi-pr42873841,"Phố Vĩnh Ninh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội","6,39 tỷ",90 m²,"5,2 m",,,,,,Đông - Nam,"2,5 m",Sổ đỏ/ Sổ hồng.
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-sunshine-palace/-cao-cap-trung-tam-gia-re-pr43019349,"Dự án Sunshine Palace, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội",Thỏa thuận,65 m²,,,2 phòng,2 phòng,,,,,
https://batdongsan.com.vn/ban-dat-duong-dt-428-xa-phuong-tu/can-ban-hau-sat-nhap-tt-van-dinh-thong-o-to-vao-nha-cach-tl-428-chi-50m-pr43029661,"Đường DT 428, Xã Phương Tú, Ứng Hòa, Hà Nội","2,7 tỷ",132 m²,"6,3 m",,,,,,,4 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trinh-dinh-cuu-phuong-dai-kim/chinh-chu-ban-cc-tang-4-87m-3pn-2wc-khu-vip-quan-hoang-mai-chi-hon-4ty-pr42998358,"Đường Trịnh Đình Cửu, Phường Đại Kim, Hoàng Mai, Hà Nội","4,6 tỷ",87 m²,,Cơ bản,3 phòng,2 phòng,,Nam,Bắc,,Đang chờ sổ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-han-thuyen-phuong-le-dai-hanh/ban-toa-tren-10m-tien-via-he-2-chieu-kinh-doanh-gia-76-ty-pr43029549,"Đường Hàn Thuyên, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",76 tỷ,48 m²,10 m,Đầy đủ,,,7 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/soc-can-vin-dan-phuong-dep-nhat-canh-truc-tinh-lo-422-chi-15-291-ty-duong-rong-13m-pr43029251,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","15,29 tỷ",96 m²,8 m,,,,,Đông - Bắc,Đông - Bắc,13 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-xa-kim-chung-1/-33mx4-5-tang-xay-don-lap-thiet-ke-hien-dai-gia-4-49-ty-pr42558960,"Kim Chung, Hoài Đức, Hà Nội","4,5 tỷ",33 m²,"3,4 m",Cơ bản,3 phòng,4 phòng,5 tầng,Đông - Bắc,Đông - Bắc,2 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-thanh-tri/ban-pho-7-2-ty-40m2-5t-ngo-nong-2-thoang-gan-o-to-pr43029256,"Đường Kim Giang, Phường Thanh Trì, Hoàng Mai, Hà Nội","7,2 tỷ",40 m²,,Đầy đủ,6 phòng,,5 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-kim-van-kim-lu-golden-silk/ban-lo-goc-2pn-2wc-hiem-pr43029250,"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội","2,8 tỷ",55 m²,,Đầy đủ,2 phòng,2 phòng,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/ban-cc-130-trieu-m2-105m2-3pn-2wc-chinh-sach-cuc-khung-cho-khach-bk-som-nhat-pr43029165,"The Matrix One, Lê Quang Đạo, Mễ Trì, Nam Từ Liêm, Hà Nội",130 triệu/m²,105 m²,,Cơ bản,3 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/nhare-vn-tong-p-tot-nhat-thi-truong-vinmes-park-pr43028880?c=d1,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","2,85 tỷ",56 m²,,Đầy đủ,2 phòng,1 phòng,,Đông - Bắc,Tây - Nam,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-an-duong-vuong-phuong-phu-thuong-1/song-hong-long-gio-lo-goc-o-to-tranh-hang-xom-ciputra-pr43029096,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội","27,8 tỷ",120 m²,"10,5 m",Đầy đủ,5 phòng,3 phòng,3 tầng,Đông - Nam,Đông - Nam,"3,5 m",Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-mulberry-lane/ban-3pn-1-2wc-tai-ha-dong-ha-noi-122m2-pr43029157,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội","7,1 tỷ",122 m²,,Đầy đủ,3 phòng,2 phòng,,Đông,Tây - Bắc,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-chung-cu-the-senique-hanoi/chinh-chu-ban-gap-3n2vs-96-8m2-toa-sp-vvip-tang-trung-view-thoang-tron-doi-gia-chu-dau-tu-pr43028990,"Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội",83 triệu/m²,"96,8 m²",,Đầy đủ,3 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/ban-2pn-2wc-83m2-3-8-ty-tai-ang-ang-mai-ha-noi-pr43028930,"Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","3,8 tỷ",83 m²,,,2 phòng,2 phòng,,,,,Đang chờ sổ
https://batdongsan.com.vn/ban-dat-thi-tran-van-dinh/ban-lo-hiem-2-thoang-hoang-xa-gan-duong-tranh-21b-o-to-vao-nha-gia-tot-con-thuong-luong-pr43028929,"Thị trấn Vân Đình, Ứng Hòa, Hà Nội","1,79 tỷ",64 m²,"4,2 m",,,,,,,4 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-duong-dan-sinh-xa-kim-hoa-1/nhinh-2-ty-co-ngay-61-2m2-tai-thon-bao-thap-me-linh-ha-noi-cam-ket-ban-dung-gia-chu-thu-pr43028282,"Thôn Bảo Tháp, Đường Dân Sinh, Xã Kim Hoa, Mê Linh, Hà Nội",Thỏa thuận,"61,2 m²",4 m,,,,,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-xa-phu-lo/sieu-pham-xom-cau-soc-son-ha-noi-vi-tri-sieu-dep-pr43028924,"Xã Phù Lỗ, Huyện Sóc Sơn, Hà Nội",3 tỷ,55 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lang-hoa-lac-xa-an-khanh-4-prj-khu-do-thi-nam-an-khanh/chuyen-sg-my-co-binh-c-b-c-620m2-view-ho-mat-34m-tai-sudico-khh-pr41707552,"Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội",Thỏa thuận,389 m²,20 m,,5 phòng,4 phòng,4 tầng,Tây - Bắc,Đông - Nam,34 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/ban-cc-92-8m2-2pn-2wc-tai-ha-dong-gia-cuc-chat-7-535-ty-pr42969454,"Dự án Tháp đôi Kepler Land, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội","7,54 tỷ","92,8 m²",,Nội thất full.,2 phòng,2 phòng,,Đông - Nam,Tây - Bắc,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-23b-xa-tien-duong/ban-khu-do-thi-co-dong-anh-gia-tot-nhat-thi-truong-pr43028879,"Đường 23B, Xã Tiên Dương, Đông Anh, Hà Nội",15 tỷ,85 m²,5 m,,,,4 tầng,,,14 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-charm-an-hung/b-cc-5-348-ty-72m2-2pn-2wc-phap-ly-day-du-pr42968725,"Dự án The Charm An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","5,35 tỷ",72 m²,,Cơ bản,2 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/to-hop-cac-gia-tai-nhon-cac-bac-nhu-nao-alo-a-pr43028881?c=d1,"Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội","4,7 tỷ",73 m²,,Không nội thất.,2 phòng,2 phòng,,Đông,Đông - Nam,,Đang chờ sổ
https://batdongsan.com.vn/ban-nha-mat-pho-duong-van-khe-phuong-la-khe-prj-khu-do-thi-van-khe/ban-truc-doi-vi-tri-kinh-doanh-gi-cung-duoc-tho-82-5m-gia-23-3ty-pr43028870,"Dự án Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội","23,3 tỷ","82,5 m²",5 m,Không nội thất,5 phòng,4 phòng,5 tầng,Tây,,20 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-yen-hoa-phuong-yen-phu-1/-tay-ho-36m2-7-tang-thang-may-view-ho-tay-pr43028640,"Phố Yên Hoa, Phường Yên Phụ, Tây Hồ, Hà Nội",Thỏa thuận,36 m²,,Đầy đủ,3 phòng,5 phòng,7 tầng,,,10 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-xa-dong-xuan-3/ban-ky-soc-son-ha-noi-vi-tri-dep-pr43028629,"Xã Đông Xuân, Sóc Sơn, Hà Nội","2,1 tỷ",98 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/ban-55m-2pn-s106-3302-vinmes-full-do-tro-vay-bank-pr42995599,"The Sapphire-Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội","3,65 tỷ",55 m²,,Đầy đủ,2 phòng,1 phòng,,Đông - Nam,Tây - Bắc,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-xa-tan-trieu-prj-nha-o-xa-hoi-no1-ha-dinh-udic-eco-tower/-tro-tu-van-so-mua-du-an-214-xien-pr43028546,"Dự án Nhà ở xã hội NO1 Hạ Đình - UDIC Eco Tower, 214 Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",25 triệu/m²,70 m²,,,2 phòng,2 phòng,,Đông - Nam,Đông - Nam,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-dat-duong-xuan-dinh-phuong-xuan-dinh/can-ban-200m-khong-so-tai-dinh-pr42974100,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",3 tỷ,200 m²,,,,,,,,,Không có
https://batdongsan.com.vn/ban-dat-xa-minh-quang/qua-re-tai-chinh-3-ty-co-gan-1-400m2-20m-mat-duong-nhua-hong-ba-vi-ha-noi-pr43027939,"Minh Hồng, Minh Quang, Ba Vì, Hà Nội",3 tỷ,1.400 m²,20 m,,,,,,,10 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-vu-trong-phung-phuong-thanh-xuan-trung/ban-toa-ccmn-pho-20pkk-75m2-6t-pccc-60tr-1-thang-pr43028315,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","14,9 tỷ",75 m²,,Đầy đủ,20 phòng,20 phòng,6 tầng,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-dat-xa-xuan-giang-3/ban-lai-cach-soc-son-vi-tri-sieu-hot-dep-tu-ngo-vao-pr41866786,"Lai Cách, Xã Xuân Giang, Sóc Sơn, Hà Nội","2,85 tỷ",95 m²,,,,,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-trinh-van-bo-phuong-phuong-canh/ban-lo-goc-via-he-sieu-rong-60m2-cuc-ky-tiem-nang-pr42649760,"Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội",Thỏa thuận,60 m²,,,4 phòng,4 phòng,4 tầng,,,30 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-phuong-dai-mo/ban-tai-ngay-nga-tu-van-phuc-kd-o-to-thang-may-11-5-ty-pr43028609,"Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","11,5 tỷ",50 m²,"4,6 m",Đầy đủ,5 phòng,4 phòng,6 tầng,,,7 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-co-linh-phuong-long-bien/-doan-dep-nhat-gan-cau-vinh-tuy-tien-rong-kinh-doanh-pr43028619,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",Thỏa thuận,84 m²,,,,,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-phuong-phuong-phuong-canh/-dep-dan-xay-4-ngu-du-cong-nang-gan-cho-gan-truong-gan-to-pr43028298,"Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội","4,95 tỷ","38,5 m²","4,4 m",Cơ bản,4 phòng,3 phòng,,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/cc-b-nhh-co-tg-ham-lo-goc-3-mat-duong-trong-kdt-thg-nam-khh-pr42005431,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",Thỏa thuận,432 m²,25 m,,5 phòng,4 phòng,3 tầng,Tây - Nam,Tây - Nam,16 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-khuc-thua-du-phuong-dich-vong/ban-4-tang-lo-goc-43m-15m-ra-mat-o-cho-thang-may-kinh-doanh-tot-pr43028448,"Phố Khúc Thừa Dụ, Phường Dịch Vọng, Cầu Giấy, Hà Nội",Thỏa thuận,50 m²,,,3 phòng,4 phòng,4 tầng,Đông,Đông - Bắc,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-van-canh-1-prj-ct-number-one/chinh-chu-ban-cc-2pn-1-wc-tai-hoai-duc-du-noi-that-huong-mat-nhat-tang-pr43027641,"Dự án CT Number One, Xã Vân Canh, Hoài Đức, Hà Nội","2,35 tỷ",60 m²,,"Đầy đủ Căn hộ được trang bị đầy đủ nội thất, bao gồm điều hòa, giường, bếp từ, sofa...",2 phòng,1 phòng,,Bắc,Đông - Nam,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-nha-rieng-duong-tang-thiet-giap-phuong-co-nhue-2/sieu-net-moi-ngo-nong-thang-may-30m-ra-oto-tranh-sat-mat-pho-pham-van-dong-pr43028493,"Đường Tăng Thiết Giáp, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",176 triệu/m²,42 m²,6 m,Đầy đủ,3 phòng,,6 tầng,,,3 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-an-vuong-villa/that-su-toi-c-b-c-huong-dong-nam-dien-tich-180m2-gia-20-ty-ngay-g-ho-pr35679872,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",33 tỷ,180 m²,9 m,,4 phòng,4 phòng,3 tầng,Đông - Nam,Đông - Nam,12 m,Sổ đỏ.
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-hh2-linh-dam/ban-full-noi-that-cao-cap-toa-hh2a-dam-pr43028305,"Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","2,97 tỷ",71 m²,,Đầy đủ,2 phòng,2 phòng,,Bắc,Nam,,Hợp đồng mua bán
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-bach-khoa/chinh-chu-ban-tap-the-ka-tang-2-75m2-full-noi-that-gia-3-95-ty-pr43028239,"Phường Bách Khoa, Hai Bà Trưng, Hà Nội","3,95 tỷ",75 m²,,Đầy đủ,2 phòng,1 phòng,,,,,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-viet-xuan-phuong-quang-trung-17/o-to-tranh-do-5m-200m-ra-ho-mat-ruoi-thang-may-5-tang-dep-long-lanh-du-noi-that-gia-8-ty-pr43027873,"Đường Nguyễn Viết Xuân, Phường Quang Trung, Hà Đông, Hà Nội",8 tỷ,31 m²,3 m,Đầy đủ,3 phòng,4 phòng,5 tầng,Đông - Nam,Đông - Nam,5 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/-view-dep-huong-mat-vi-tri-hiem-co-chuan-bi-nhan-ban-giao-chi-viec-xach-vali-pr43027971,"Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội","5,29 tỷ",83 m²,,Cơ bản,2 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,Đang chờ sổ
https://batdongsan.com.vn/ban-dat-xa-phu-cat-1/-chinh-chu-ban-lo-100m2-gan-dai-hoc-fpt-tai-huyen-thach-that-pr42840789,"Xã Phú Cát, Quốc Oai, Hà Nội",Thỏa thuận,100 m²,6 m,,,,,Đông - Nam,,6 m,Sổ đỏ/ Sổ hồng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-2n2wc-goc-dt-63m2-full-noi-that-luxury-toa-s101-du-an-oceanpark-1-ha-noi-pr43027775,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","2,7 tỷ",59 m²,,"Đầy đủ đồ, nội thất sang trọng",2 phòng,1 phòng,,Đông,Đông - Nam,,Sổ đỏ/ Sổ hồng
