Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Đường vào,Số tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/-dep-quan-2-ba-trung-30m-x-5-tang-chi-hon-6-ty-cach-oto-15m-dep-o-thoang-mat-pr43078229,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","6,35 tỷ",30 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,2 m",,3 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-vinh-quynh-xa-vinh-quynh/ban-tai-dinh-cu-7-5-ty-40m2-chinh-chu-gia-uu-dai-pr43073489,"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội","7,5 tỷ",40 m²,4 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",,7 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-phao-dai-lang-phuong-lang-thuong/ban-gap-lo-goc-o-to-38m-x-5t-10-6-ty-pr43076508,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội","10,6 tỷ",38 m²,6 phòng,,,Sổ đỏ/ Sổ hồng,,"3,5 m",,3 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-lac-trung-phuong-vinh-tuy/ban-biet-thu-dep-hai-ba-phan-lo-o-to-tranh-2-thoang-92m2-x-5-tang-29-ty-pr42790840,"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",29 tỷ,92 m²,,,,Sổ đỏ/ Sổ hồng,Full nội thất chuẩn xịn.,,,,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-cau-am-phuong-van-phuc-1-prj-goldsilk-complex/ban-68m2-tai-ha-dong-ha-noi-pr43074045,"Dự án GoldSilk Complex, Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội","4,5 tỷ",68 m²,2 phòng,1 phòng,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-phuong-hoang-liet/ban-40m2-ngo-3-gac-tranh-ngo-thong-tu-tung-gia-7-8-ty-pr43071878,"Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","7,8 tỷ",40 m²,4 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,5 m",,5 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-xa-la-phuong-phuc-la/chinh-chu-gui-ban-ngay-vien-103-ha-dong-32m2-5t-moi-full-tien-ich-khu-vuc-pr43079764,"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội","6,3 tỷ",32 m²,4 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"3,7 m",,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-xa-phuong-phu-thuong-1/ban-tay-ho-83m2-mt-5-8m-ngo-thong-o-to-tranh-do-lo-goc-4-tang-dep-14-5-ty-pr42371080,"Đường Phú Xá, Phường Phú Thượng, Tây Hồ, Hà Nội","14,5 tỷ",83 m²,3 phòng,3 phòng,,Hợp đồng mua bán,Đầy đủ,"5,8 m",,6 m,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-thai-thinh-phuong-thinh-quang-prj-ha-thanh-plaza/ban-gap-2-ngu-tnh-102-day-du-noi-tt-5-7-ty-co-thuong-luong-pr42828798,"Hà Thành Plaza, 102, Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội","5,7 tỷ","68,1 m²",2 phòng,1 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-phu-phuong-mo-lao-prj-ho-guom-plaza/-khu-dtm-dt141m2-7-8-ty-ha-dong-pr41835003,"Dự án Hồ Gươm Plaza, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội","7,8 tỷ",141 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huu-le-xa-huu-hoa/-can-ban-can-5-tang-3-ngu-ngo-nong-pr43073313,"Đường Hữu Lê, Xã Hữu Hòa, Thanh Trì, Hà Nội","4,65 tỷ",30 m²,3 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-ha-phuong-doi-can/ban-thong-va-hoang-hoa-tm-64m-8-5-ty-pr43077666,"Đường Ngọc Hà, Phường Đội Cấn, Ba Đình, Hà Nội","8,5 tỷ",64 m²,3 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,3 tầng
https://batdongsan.com.vn/ban-dat-xa-tuyet-nghia/ban-liep-quoc-oai-123m2-full-thocu-khu-dau-gia-trung-tam-cach-cho-200m-ve-bigc-30-pr42932117,"Xã Tuyết Nghĩa, Quốc Oai, Hà Nội",33 triệu/m²,123 m²,,,,Sổ đỏ/ Sổ hồng.,,5 m,,4 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-phu-thuong-1/ban-tay-ho-40m2-mt-3-5m-xay-6-tang-thang-may-o-to-thong-chi-9-x-ty-pr42364686,"Phú Thượng, Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",10 tỷ,40 m²,4 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",,4 m,6 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-luong-dinh-cua-phuong-kim-lien/ban-tai-dong-da-ha-noi-1-8-ty-15m2-gia-tot-dep-pr43080000,"Phố Lương Định Của, Phường Kim Liên, Đống Đa, Hà Nội","1,8 tỷ",15 m²,1 phòng,1 phòng,,Vi bằng,Cơ bản,3 m,,3 m,2 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-phu-phuong-van-quan/trung-tam-can-goc-35-m-4-tang-cuc-thoang-ngo-nong-cho-thue-tot-dau-tu-hieu-qua-6-65-ti-pr42671199,"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội","6,95 tỷ",32 m²,3 phòng,4 phòng,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,Đông - Nam,"2,5 m",5 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-phao-dai-lang-phuong-lang-thuong/-dep-46m-5t-mt4m-10-ty-tang-full-noi-that-15m-o-to-kinh-doanh-so-do-vuong-dep-pr43076454,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",10 tỷ,46 m²,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,,,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach/ban-80m2-3n-ai-duc-ha-noi-goc-view-dep-o-ngay-gia-chi-1-65-ty-lh-0356686387-pr37264717,"Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội","2,8 tỷ",80 m²,3 phòng,2 phòng,,Sổ đỏ.,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-so-prj-galia-hanoi/bang-gia-ck-19-view-do-lau-dai-phap-ly-chuan-12-thang-may-pr43066142,"Dự án Galia Hanoi, Phường Yên Sở, Hoàng Mai, Hà Nội",Thỏa thuận,50 m²,,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-dat-duong-vong-thi-phuong-buoi/ban-cuc-hiem-xay-ccmn-nha-o-suong-gan-ho-tay-thua-vuong-van-45m-6-6m-pr43076364,"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội","6,6 tỷ",45 m²,,,,Sổ đỏ.,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phuc-xa-phuong-phuc-xa/-ba-dinh-tam-tien-mini-zip-vo-doi-40m-4-tang-mt-5-6m-13-ty-pr43077662,"Đường Phúc Xá, Phường Phúc Xá, Ba Đình, Hà Nội",13 tỷ,40 m²,4 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"5,6 m",,15 m,4 tầng
https://batdongsan.com.vn/ban-dat-duong-hoa-binh-1-phuong-yen-nghia-1/chinh-chu-ban-dau-gia-80-m-mt-4-3-m-o-to-tranh-hai-mat-tng-6-65-ti-pr42875655,"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội","6,65 tỷ",80 m²,,,,Sổ đỏ/ Sổ hồng,,"4,3 m",Tây - Nam,8 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-32-xa-kim-chung-1-prj-tht-new-city/ban-gap-80m2-goc-view-dep-gia-chi-1-38-ty-lh-0356686387-pr33759236,"Dự án THT New City, Đường Quốc lộ 32, Xã Kim Chung, Hoài Đức, Hà Nội",Thỏa thuận,70 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng.,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-khu-do-thi-moi-van-phu/-bt4-dtm-ha-dong-dt-200m-mt10m-o-to-kd-37-5-ty-pr42937821,"KĐT Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội","37,5 tỷ",200 m²,6 phòng,5 phòng,Đông,Sổ đỏ/ Sổ hồng,Cơ bản,10 m,Đông,13 m,4 tầng
https://batdongsan.com.vn/ban-dat-duong-dong-my-xa-van-phuc-2/thanh-tri-can-ban-42m2-mat-tien-4m-lo-goc-o-to-chi-3-2-ty-pr43079748,"Đường Đông Mỹ, Xã Vạn Phúc, Thanh Trì, Hà Nội","3,15 tỷ",42 m²,,,,Sổ đỏ/ Sổ hồng,,4 m,,3 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-nguu-phuong-mai-dong-1/ban-vi-tri-dinh-chi-6-23-ty-dien-tich-30m-thiet-ke-hien-dai-3-phong-n-pr43073286,"Đường Kim Ngưu, Phường Mai Động, Hoàng Mai, Hà Nội","6,23 tỷ",30 m²,3 phòng,,,,Full nội thất.,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-bo-de/ban-gap-60m2-tai-long-bien-ha-noi-gia-11-5-ty-pr43074280,"Phường Bồ Đề, Long Biên, Hà Nội","11,5 tỷ",60 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-khuong-trung-prj-fafilm-vnt-tower/ban-120m-19-san-so-do-co-slot-o-to-72-trieu-m-co-thuong-luong-pr42973082,"Fafilm - VNT Tower, 19, Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",72 triệu/m²,120 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-dat-duong-thiet-binh-xa-van-ha-1/-dien-tich-120m-mat-tien-rong-10m-gia-dang-la-vung-re-nt-cua-dong-anh-pr43079743,"Đường Thiết Bình, Xã Vân Hà, Đông Anh, Hà Nội","8,85 tỷ",120 m²,,,,Sổ đỏ/ Sổ hồng,,,,"3,5 m",
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/ban-biet-thu-lo-goc-3-thoang-pho-loc-88m2-mt-8-5m-no-hau-3-thoang-16-3-ty-pr42984973,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","16,3 tỷ",88 m²,5 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"8,5 m",,3 m,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-phuong-thanh-nhan/nha-tt-dep-nhu-cc-gan-mat-pho-oto-do-chan-cau-thang-funll-noi-that-co-cho-de-oto-60m-pr43076407,"Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","3,86 tỷ",60 m²,2 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất sịn sò.,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khoai-phuong-thanh-tri/ban-dat-tang-gan-o-to-dien-tich-50m-mat-tien-4m-hien-trang-1-tang-chi-4-95-ty-pr43073179,"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội","4,95 tỷ",50 m²,,,,Sổ đỏ/ Sổ hồng,,4 m,,"2,5 m",1 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-ton-duc-thang-phuong-o-cho-dua/ban-mat-ng-thinh-ha-dan-xay-ket-hp-kd-vai-buc-ra-van-mieu-41m2-pr42977343,"Ngõ Thịnh Hào, Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","7,5 tỷ",41 m²,,,,Sổ đỏ/ Sổ hồng,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-mau-luong-phuong-kien-hung/phan-lo-lk-50m-x-7-tang-thang-may-kinh-doanh-o-to-vao-via-he-rong-gia-cuc-tot-pr43079973,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",Thỏa thuận,50 m²,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,,,7 tầng
https://batdongsan.com.vn/ban-dat-phuong-tay-tuu/hang-hot-e-tong-hop-quy-lo-dich-vu-gia-tot-vi-tri-dep-duong-to-giao-dich-ngay-pr43072462,"Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",Thỏa thuận,60 m²,,,,Đang chờ sổ,,4 m,Đông - Nam,12 m,
https://batdongsan.com.vn/ban-nha-rieng-phuong-nhan-chinh/-thanhxuan-dan-xay-52-56-met-5-tang-chao-nhinh-11-ty-mat-ngo-kinh-doanh-o-to-tranh-ba-gac-pr43077651,"Phường Nhân Chính, Thanh Xuân, Hà Nội",Thỏa thuận,56 m²,7 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-pho-phao-dai-lang-phuong-lang-thuong/toa-ccmn-lo-goc-3thoang-gan-10p-kk-doanh-thu-50-th-64m2-gan-truong-dhnt-pr42987496,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",12 tỷ,64 m²,10 phòng,,,Sổ đỏ/ Sổ hồng,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-lang-phuong-thinh-quang/ban-dong-da-60m-4-tang-gia-15-6-ty-pr43079376,"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội","15,6 tỷ",60 m²,4 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",,2 m,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-thuc-khang-phuong-lang-thuong-prj-hateco-plaza/ban-101m-so-4a-san-so-day-du-noi-that-pr42972737,"Hateco Plaza, số 4A, Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội",13 tỷ,101 m²,3 phòng,2 phòng,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,Nam,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/quy-can-bt-lakeside-vvip-tu-243-412m2-san-so-do-cap-nhat-8-2024-duoc-viec-gia-tu-46-ty-can-pr41045475,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",190 triệu/m²,270 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-hang-vai-phuong-hang-bo/ban-tai-quan-hoan-kiem-hn-pr42114570,"Phố Hàng Vải, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội","11,5 tỷ",40 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,4 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hong-tien-phuong-bo-de/-chinh-chu-toi-can-ban-toa-bulding-mp-q-long-bien-dt-500-m-x-10t-mt-18-m-gia-268-ty-pr42738061,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",200 tỷ,500 m²,,,,Sổ đỏ/ Sổ hồng.,,18 m,,,10 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city-dai-mo/anh-sep-ban-200m2-lo-cuc-dep-ho-ca-koi-cong-vien-sau-san-so-do-gia-qua-re-du-dia-x2-pr42978586,"Louis City Đại Mỗ, 70, Đại Mỗ, Nam Từ Liêm, Hà Nội",51 tỷ,200 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-cu-khoi-phuong-cu-khoi/ban-manh-long-bien-via-he-oto-tranh-gan-ho-kinh-doanh-dt-105-m-pr43073040,"Đường Cự Khối, Phường Cự Khối, Long Biên, Hà Nội","15,9 tỷ",105 m²,,,,Sổ đỏ/ Sổ hồng.,,5 m,,9 m,
https://batdongsan.com.vn/ban-dat-duong-dt-86-xa-ba-trai/n-tai-thon-6-86-vi-ha-noi-2-7-ty-358m2-dep-nhieu-tien-ich-pr43079717,"Thôn 6 Đường ĐT 86, Xã Ba Trại, Ba Vì, Hà Nội","2,7 tỷ",358 m²,,,,Sổ đỏ/ Sổ hồng,,"13,59 m",Nam,6 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-ton-that-tung-phuong-khuong-thuong/ban-ngo-72-dong-da-35m-5-tang-8-phong-gia-6-4-ty-pr43079965,"Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội","6,4 tỷ",35 m²,8 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-an-khanh-4-prj-vinhomes-thang-long/sieu-pham-co-1-0-2-don-lap-can-goc-mat-ho-vip-nhat-san-so-giao-dich-ngay-duoc-pr41447519,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",65 tỷ,286 m²,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,14 m,Tây - Nam,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/soc-qua-can-re-ngon-cho-thue-tot-nhat-55-65tr-thang-san-so-mua-la-thang-pr41688942,"Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",12 tỷ,95 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ton-that-tung-phuong-khuong-thuong/chdv-40m2-5t-go-nong-rong-30m-ra-pho-8p-kk-dong-tien-35-trieu-th-pr43079961,"Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội","6,4 tỷ",40 m²,,,,Sổ đỏ/ Sổ hồng,Full nội thất.,,,,5 tầng
https://batdongsan.com.vn/ban-dat-duong-thuy-lam-xa-thuy-lam/ban-dau-gia-90m2-2-mat-ngo-kinh-doanh-via-he-thenh-thang-o-to-danh-vong-gia-dau-tu-pr43079713,"Đường Thụy Lâm, Xã Thụy Lâm, Đông Anh, Hà Nội",89 triệu/m²,90 m²,,,,Sổ đỏ/ Sổ hồng,,"5,3 m",,10 m,
https://batdongsan.com.vn/ban-nha-rieng-xa-ta-thanh-oai/-can-ban-can-xay-doc-lap-pr43072920,"Xã Tả Thanh Oai, Thanh Trì, Hà Nội","3,5 tỷ",30 m²,3 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,5 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-hoa-tham-phuong-buoi/ban-kinh-doanh-dinh-2-t-29m2-gia-7-2-ty-pr43076323,"Đường Hoàng Hoa Thám, Phường Bưởi, Tây Hồ, Hà Nội","7,2 tỷ",29 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,3 tầng
https://batdongsan.com.vn/ban-nha-rieng-xa-song-phuong/ban-dan-so-42m2-xay-4-tang-thong-thoang-oto-do-canh-pr43077571,"Xã Song Phượng, Đan Phượng, Hà Nội","3,9 tỷ",42 m²,4 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"4,1 m",,"2,9 m",4 tầng
https://batdongsan.com.vn/ban-dat-xa-phuc-hoa-1/ban-nhanh-lo-tho-78m2-gia-1-95-ty-oto-ngay-benh-vien-dk-huyen-pr43079901,"Phúc Hòa, Phúc Thọ, Hà Nội","1,95 tỷ",78 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-ngoc-thuy-prj-khai-son-city/anh-toi-ban-gap-2pn2vs-toa-k1-dt-77m-full-do-bc-dong-nam-gia-ban-5-3ty-tai-city-pr43067714,"Khai Sơn City, Ngọc Thụy, Long Biên, Hà Nội","5,3 tỷ",77 m²,2 phòng,2 phòng,Đông - Nam,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-anh-tuan-phuong-lang-ha/-chinh-chu-toi-can-ban-ho-q-dong-da-dt-55-m-x-6-t-gia-30-ty-pr42605947,"Phố Mai Anh Tuấn, Phường Láng Hạ, Đống Đa, Hà Nội",27 tỷ,55 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-rice-city-linh-dam/ban-cc-dep-xuat-sac-tai-3-85-nghin-vnd-58m2-pr42704030,"Rice City Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","3,85 tỷ",58 m²,2 phòng,1 phòng,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,,
https://batdongsan.com.vn/ban-kho-nha-xuong-duong-ninh-hiep-xa-ninh-hiep-1/ban-may-tai-khu-cong-ng-3-100m2-2200m2-day-du-pccc-tu-dong-trong-ngoai-pr39225760,"Đường Ninh Hiệp, Xã Ninh Hiệp, Gia Lâm, Hà Nội",Thỏa thuận,1.400 m²,,,,Sổ đỏ/ Sổ hồng,,23 m,,20 m,
https://batdongsan.com.vn/ban-dat-duong-van-tri-xa-van-noi/-dep-gia-tot-thon-nhi-dong-anh-dien-tich-98m2-gia-7-15ty-o-to-vao-tan-dat-pr43057499,"Đường Vân Trì, Thôn Nhì, Xã Vân Nội, Đông Anh, Hà Nội","7,15 tỷ",98 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,,3 m,
https://batdongsan.com.vn/ban-dat-duong-tinh-lo-420-xa-binh-yen-1/chinh-chu-ban-manh-146-5m2-o-100-truc-chinh-phuc-tien-cach-tl-420-chi-300m-gia-25-5tr-m2-pr43079947,"Đường Tỉnh lộ 420, Xã Bình Yên, Thạch Thất, Hà Nội","25,5 triệu/m²","146,5 m²",,,,Sổ đỏ/ Sổ hồng,,"5,17 m",,"5,5 m",
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-khuong-trung/ban-gap-thanh-xuan-173m-2-tang-tien-3-5m-kinh-doanh-moi-loai-hinh-pr43065962,"Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội","54,5 tỷ",173 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,"3,5 m",,,2 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-phuong-phuong-xuan-phuong/chu-mot-ban-toa-ccmn-pho-ngo-oto-55m-7t-11p-kk-full-nt-dt-60tr-th-gia-dau-tu-f0-pr43077313,"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội","12,5 tỷ",55 m²,11 phòng,11 phòng,,Sổ đỏ/ Sổ hồng,"Full nội thất, máy giặt, tủ lạnh.",,,,7 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-thai-tong-phuong-dich-vong/nhinh-9ty-co-ngay-lo-goc-trung-tam-cau-giay-thong-so-dep-ngo-thong-thuan-tien-pr43079844,"Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội","9,8 tỷ",39 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,9 m",,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-lien-mac-phuong-lien-mac/ban-nh-61m2-gia-7-1-ty-lo-goc-o-to-vao-tien-ich-ngap-tran-pr43067824,"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội","7,1 tỷ",61 m²,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-ngoc-van-phuong-nhat-tan-2/-chinh-chu-toi-can-ban-toa-trinh-cong-son-q-tay-ho-dt-200m-x-9-tang-mt-10m-gia-140-ty-pr42877577,"Đường Tô Ngọc Vân, Phường Nhật Tân, Tây Hồ, Hà Nội",140 tỷ,200 m²,,,,Sổ đỏ/ Sổ hồng,,10 m,,,9 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-nguu-phuong-vinh-tuy/ban-6-2-ty-30m2-tai-hai-ba-trung-ha-noi-hang-hot-pr43076256,"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,2 tỷ",30 m²,3 phòng,3 phòng,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,2 m",Tây - Nam,3 m,4 tầng
https://batdongsan.com.vn/ban-dat-duong-truong-chinh-phuong-phuong-mai/ban-lo-1-141m2-tai-dong-da-duoc-phep-xay-cao-13-5-tang-noi-3-tang-ham-pr42009056,"Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",140 tỷ,1.141 m²,,,,Sổ đỏ/ Sổ hồng,,50 m,,10 m,
https://batdongsan.com.vn/ban-dat-pho-nguyen-dong-chi-phuong-cau-dien/8-96-ty-co-the-cho-thue-lo-56m2-mt-4m-2-mat-tien-duong-5m-mat-duong-htm-pr41607556,"Phố Nguyễn Đổng Chi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","8,96 tỷ",56 m²,,,,Sổ đỏ/ Sổ hồng,,4 m,,5 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-bat-khoi-phuong-long-bien/4-86y-5-tang-moi-tinh-ngo-thong-gan-truong-hoc-phu-hop-gia-dinh-tre-an-cu-lau-dai-pr43072812,"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội","4,86 tỷ",33 m²,,,,Sổ đỏ/ Sổ hồng,,,,3 m,5 tầng
https://batdongsan.com.vn/ban-dat-duong-phan-dinh-giot-phuong-quang-trung-17/-sieu-pham-10m-ra-pho-ha-dong-100m2-mt6-4m-nhinh-15-ty-pr43077965,"Đường Phan Đình Giót, Phường Quang Trung, Hà Đông, Hà Nội","15,5 tỷ",100 m²,,,,Sổ đỏ/ Sổ hồng.,,"6,4 m",,,
https://batdongsan.com.vn/ban-dat-xa-bac-son-16/ban-3250m-mat-tien-100-m-soc-ha-noi-pr43079932,"Xã Bắc Sơn, Sóc Sơn, Hà Nội","13,5 tỷ",3.250 m²,,,,Sổ đỏ/ Sổ hồng,,100 m,,,
