Link,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất,Địa chỉ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/mua-ngay-keo-goc-2n2wc-toa-h3-full-noi-that-dep-view-noi-khu-huong-tay-bac-gia-ban-4ty4-pr43114690,"4,4 tỷ","63,3 m²",2 phòng,2 phòng,,,Tây - Bắc,,,Hợp đồng mua bán,Đầy đủ,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-solasta-mansion-duong-noi/chinh-chu-ban-gap-can-bt-170-m2-mat-lon-13-5-m-lh-pr42871863,Thỏa thuận,170 m²,,,,,,,"13,5 m",Sổ đỏ/ Sổ hồng,,"Dự án Solasta Mansion, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-cat-phuong-lien-mac/sieu-pham-100m2-mat-ngo-o-to-7-cho-vao-gia-10-5-ty-pr43134181,"10,5 tỷ",100 m²,4 phòng,3 phòng,3 tầng,Đông - Nam,,"5,2 m","3,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Đại Cát, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-ban-gap-1n-1-1vs-47m2-chi-2-ty-250tr-pr43118681,"2,25 tỷ",47 m²,1 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-tao/ban-50m2-13-8-ty-4pn-4wc-tai-bac-tu-liem-ha-noi-hot-pr43134122,"13,8 tỷ",50 m²,4 phòng,4 phòng,5 tầng,,,5 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Xuân Đỉnh, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/ban-suat-ngoai-giao-p-vao-ten-truc-tiep-gia-ngoai-giao-180m2-230m2-300m2-pr43140923,50 tỷ,180 m²,4 phòng,3 phòng,,,,,,,,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-loc-phuong-mo-lao/-kinh-doanh-dt-50m2-4-tang-gia-15-ty-vi-tri-dep-k-loi-kinh-doanh-tot-pr42996683,15 tỷ,50 m²,4 phòng,4 phòng,4 tầng,,,,,Sổ đỏ/ Sổ hồng,,"Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-ban-gap-2n1vs-chi-2-7-ty-tang-noi-that-pr43118774,"2,7 tỷ",60 m²,2 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-phu-phuong-phu-la-prj-khu-do-thi-moi-van-phu/ban-200m-10m-mat-tien-view-sat-cong-vien-hoan-thien-dep-33-5-ty-pr42046045,35 tỷ,200 m²,,,,,,10 m,,Sổ đỏ/ Sổ hồng,,"Khu đô thị mới Văn Phú, Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-dinh-chieu-phuong-le-dai-hanh/ban-hai-ba-trung-doi-dien-cong-vien-thong-t-sieu-dep-xay-o-rat-hiem-pr40079953,76 tỷ,100 m²,6 phòng,7 phòng,7 tầng,,,9 m,15 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Nguyễn Đình Chiểu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-phu-son_1/ban-tai-son-gia-lam-ha-noi-50-trieu-m2-70-3-m2-pr43142709,50 triệu/m²,"70,3 m²",,,,Đông,,"4,2 m",4 m,Sổ đỏ/ Sổ hồng,,"Xã Phú Sơn, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hoang-cau-phuong-o-cho-dua/cuc-hiem-can-ban-dt-239m2-4-tang-mt-rong-8-2m-dong-tien-khung-pr40996586,23 tỷ,53 m²,4 phòng,,5 tầng,,,"4,1 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-dat-phuong-phuc-la/bo-doi-khu-xa-phan-lo-mat-tien-khung-can-ban-kdt-xa-100m-mt-18m-gia-ban-18-ty-co-tl-pr43033834,18 tỷ,100 m²,,,,,,,,Sổ đỏ/ Sổ hồng,,"Phường Phúc La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-e-ban-shop-chan-de-s208-16-ti-pr43142702,16 tỷ,137 m²,,,,Đông - Bắc,,,,,,"Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Huyện Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-viet-hung-phuong-giang-bien-1-prj-khu-do-thi-viet-hung/vi-tri-kinh-anh-ban-n-lap-dt-234m2-x-13m-via-he-o-to-gia-48ty-pr41654813,46 tỷ,234 m²,,,4 tầng,,,13 m,,Sổ đỏ/ Sổ hồng,,"Dự án Việt Hưng, Phố Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-phuc-phuong-van-phuc-1/-quan-phan-lo-via-he-dt-65m-xay-7-tang-thang-may-cuc-hop-ly-16-ty-thoi-pr43036821,250 triệu/m²,65 m²,,,7 tầng,,,,,Sổ đỏ/ Sổ hồng,,"Đường Yên Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-lumiere-evergreen/-ban-nhanh-studio-toa-a1-nam-trong-dai-so-thi-vinmes-smart-city-pr42938058,"2,9 tỷ",30 m²,1 phòng,1 phòng,,,,,,Hợp đồng mua bán,,"Lumiere EverGreen, Tây Mỗ, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-stu-1-3pn-vin-ocp-chinh-chu-view-dep-re-phap-ly-ro-rang-mien-phi-mg-ht-vay-80-pr42814865?c=d1,"2,6 tỷ",59 m²,2 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng.,,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-van-ngu-phuong-phuong-lien/cuc-hiem-ban-oto-do-cong-dt-41m2-x-4-tang-4-pn-chi-4-1-ty-lh-pr38156869,"6,5 tỷ",41 m²,4 phòng,,4 tầng,,,,,Sổ đỏ/ Sổ hồng.,Cơ bản.,"Đường Đặng Văn Ngữ, Phường Phương Liên, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/ban-phan-lo-tong-cuc-2-105-tay-ho-30m2-6-tang-o-to-vao-chi-8-9-ty-co-dam-pr43045410,"8,9 tỷ",30 m²,4 phòng,5 phòng,6 tầng,,,4 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-van-noi/ban-dong-anh-nguon-kin-chua-len-san-ngo-thong-2-o-to-tranh-dt-60-5m2-gia-5-264-ty-pr43132402,"5,26 tỷ","60,5 m²",,,,,,"4,8 m",4 m,Sổ đỏ/ Sổ hồng,,"Xã Vân Nội, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-van-thai-phuong-khuong-mai/sieu-pham-7-tang-1-mp-1-ngo-o-to-gia-re-da-man-chua-den-500-tr-m-pr42634319,"39,5 tỷ",90 m²,9 phòng,9 phòng,8 tầng,,,5 m,15 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-bao-khanh-phuong-hang-trong/ban-hoan-kiem-15mx5t-15-ty-kinh-doanh-sam-uat-xem-ban-phao-hoa-ho-guom-pr42015775,15 tỷ,15 m²,4 phòng,4 phòng,5 tầng,Đông - Bắc,,5 m,10 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Phố Báo Khánh, Phường Hàng Trống, Hoàn Kiếm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-van-quan-phuong-van-quan/phan-lo-via-he-6-tang-o-cho-thang-may-16-ty-hon-dien-tich-sd-50m-6tang-mt-4m-pr43045567,"16,8 tỷ",50 m²,5 phòng,5 phòng,6 tầng,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Văn Quán, Phường Văn Quán, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-ngo-xuan-quang-thi-tran-trau-quy/ban-nen-dep-tai-gia-lam-ha-noi-147-trieu-m2-110m2-pr43138703,147 triệu/m²,110 m²,,,,Đông - Bắc,,6 m,13 m,Sổ đỏ/ Sổ hồng,,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-thach-hoa-1/chinh-chu-ban-tai-dinh-cu-dai-hoc-quoc-gia-14-5tr-m2-re-nhat-thi-truong-0849892999-pr30252839,26 triệu/m²,100 m²,,,,,,5 m,20 m,Sổ đỏ/ Sổ hồng,,"Xã Thạch Hòa, Thạch Thất, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-tien-dong-phuong-trung-liet/chi-10-7-ty-so-huu-hoang-cau-124m2-4-tang-san-rong-gan-ho-so-vuong-van-lh-pr38165825,15 tỷ,124 m²,4 phòng,,4 tầng,,,5 m,,Sổ đỏ/ Sổ hồng.,Cơ bản.,"Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/toa-ng-tien-106m-7-tang-thang-may-28-can-ho-day-du-noi-that-lo-goc-3-mat-thoang-pr43140682,"24,9 tỷ",106 m²,28 phòng,28 phòng,7 tầng,,,11 m,"2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-viet-xuan-phuong-khuong-mai/cuc-hot-ban-thanh-gara-oto-93m2-4-tang-mt-6-4m-chi-11-ty-pr40996288,14 tỷ,"92,9 m²",6 phòng,,4 tầng,,,"6,4 m",,Sổ đỏ/ Sổ hồng,,"Đường Nguyễn Viết Xuân, Phường Khương Mai, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-pho-lua-phuong-van-phuc-1/ban-lo-goc-dep-me-ly-noi-that-cuc-chat-thang-may-vi-vu-pr43136701,"7,65 tỷ",34 m²,3 phòng,,6 tầng,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/don-lap-co-ham-mat-duong-30m-kinh-doanh-gia-by-gia-dot-1-truc-tiep-cdt-pr42927625,"87,1 tỷ",180 m²,4 phòng,,,,,9 m,30 m,Sổ đỏ/ Sổ hồng,,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-phong-sac-phuong-dich-vong-hau-prj-az-lam-vien-complex/ban-duplex-191-76-m2-tai-duplex-cau-giay-tang-dep-so-cat-ket-gia-70tr-m2-pr42320331,13 tỷ,205 m²,3 phòng,3 phòng,,Đông,Tây,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án AZ Lâm Viên Complex, Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-minh-giam-phuong-trung-hoa-4-prj-mandarin-garden/vo-cng-em-ban-nhanh-3pn-toa-dt-170-m2-gia-15-6-ty-lh-pr42623373,16 tỷ,170 m²,3 phòng,2 phòng,,,,,,,Full nội thất đẹp.,"Dự án Mandarin Garden, Đường Hoàng Minh Giám, Phường Trung Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/bt-don-lap-vip-2-mat-tien-cong-vien-co-ham-n-so-do-luon-mat-duong-21-5m-gan-lotte-pr42927324,"159,5 tỷ","318,5 m²",4 phòng,,,,,12 m,"21,5 m",Sổ đỏ/ Sổ hồng,,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-nhan-phuong-thanh-nhan/ccmn-pho-hai-ba-trung-ga-de-trung-vang-52m-gia-chi-12-8-ty-pr43137024,"12,8 tỷ",52 m²,3 phòng,,5 tầng,,,"5,2 m",,,Full nội thất.,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-prj-the-park-home/ban-gap-2n-2wc-tai-full-noi-that-san-so-gia-7-ty-pr42686136,Thỏa thuận,120 m²,3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án The Park Home, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/bt-view-cong-vien-full-noi-that-new-thang-may-so-do-ngay-kdt-chinh-chu-ban-gap-75-ty-pr42927971,75 tỷ,150 m²,6 phòng,5 phòng,4 tầng,Nam,,7 m,"13,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-tu-hiep-prj-tecco-diamond/trung-tam-thanh-tri-cao-cap-dang-song-nhat-khu-vuc-pr43132248,"5,05 tỷ",86 m²,3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,,"Dự án Tecco Diamond, Xã Tứ Hiệp, Thanh Trì, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/song-lap-co-ham-mat-tien-9m-duong-17-5m-canh-lo-goc-phan-khu-moi-gia-dot-1-truc-tiep-cdt-pr42972516,83 tỷ,180 m²,4 phòng,5 phòng,4 tầng,,,9 m,"17,5 m",Sổ đỏ/ Sổ hồng,- Nhà đã xây xong thô chờ hoàn thiện sẵn sàng bàn giao ngay.,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-me-phuong-me-tri/ban-gap-mp-dt-70mx2t-mt-4-5m-mp-rong-40m-via-he-8m-doan-dep-t-gia-32-5-ty-pr42867984,"32,5 tỷ",70 m²,,,2 tầng,,,"4,5 m",40 m,,,"Đường Đồng Me, Phường Mễ Trì, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-du-1-thi-tran-trau-quy-prj-the-zenpark/-ban-nhanh-1n-phan-khu-ruby-gia-re-san-so-ban-cong-huong-mat-lh-gia-tl-pr43138639,"2,6 tỷ",45 m²,1 phòng,1 phòng,,Tây - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án The Zenpark, Đường Đông Dư, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-viet-xuan-phuong-khuong-mai/ban-phan-lo-quan-doi-dt-70m-x-5-tang-mt-5m-o-to-tranh-gia-chi-20-ty-pr42861032,"18,9 tỷ",70 m²,,,5 tầng,,,5 m,,Sổ đỏ/ Sổ hồng,,"Đường Nguyễn Viết Xuân, Phường Khương Mai, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-cau-giay-phuong-quan-hoa/ban-re-dich-vu-60m2-10-png-mat-ngo-to-tng-o-to-do-dong-tien-70tr-thang-pr43142687,"14,5 tỷ",60 m²,,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-khu-do-thi-my-dinh-song-da-sudico/chinh-chu-gui-ban-ch-ct5-145m2-4pn-full-nha-dep-nhinh-7-ty-pr43003667,"8,9 tỷ",178 m²,4 phòng,3 phòng,,,Nam,,,,Nội thất đầy đủ.,"Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/can-bt-goc-mt-29m-4t-1-ham-mat-duong-17-5m-via-he-rong-san-so-do-n-ngay-tai-gd3-pr42928745,"92,69 tỷ","225,5 m²",4 phòng,,,,,29 m,"17,5 m",Sổ đỏ/ Sổ hồng,,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-chu-van-an-phuong-quang-trung-17-prj-samsora-premier/3-ngu-full-do-81m2-san-so-tro-vay-chi-5-1-ty-pr43136666,"5,1 tỷ",81 m²,3 phòng,2 phòng,,Tây,Đông,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Samsora Premier, Chu Văn An, Quang Trung, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-dong-la/ban-lo-khu-dau-gia-x3-hoai-duc-75m2-mat-tien-6-25m-pr42763610,Thỏa thuận,75 m²,,,,Tây - Nam,,"6,25 m",12 m,Sổ đỏ/ Sổ hồng,,"Đông La, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-cao-toc-thang-long-noi-bai-thi-tran-quang-minh-prj-khu-do-thi-quang-minh/ban-kdt-me-linh-ha-lo-goc-228mx3t-bang-lang-nhinh-18-ty-o-kinh-doanh-pr43023467,"18,9 tỷ",228 m²,6 phòng,4 phòng,3 tầng,Nam,,15 m,10 m,Sổ đỏ/ Sổ hồng,,"Khu đô thị Quang Minh, Cao tốc Thăng Long Nội Bài, Quang Minh, Mê Linh, Hà Nội"
https://batdongsan.com.vn/ban-dat-phuong-van-phuc-1/cc-can-b-an-manh-dep-oto-tranh-xay-7-tang-thang-may-hop-ly-55m-mt-4m-12-ty-nhi-pr43080632,"12,8 tỷ",55 m²,,,,,,4 m,,Sổ đỏ/ Sổ hồng,,"Phường Vạn Phúc, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-co-nhue-1-prj-khu-do-thi-moi-nghia-do/-ban-gap-ct1-kdt-2pn-dt-70m2-gia-3-ty-lh-0978-12-6869-pr36623288,"3,6 tỷ","47,5 m²",1 phòng,1 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án Khu đô thị mới Nghĩa Đô, 106 Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/ban-gap-cuc-vip-dt-105m2-5-tang-mt-5-2m-gia-cuc-tot-chi-21-2-ty-pr40996939,22 tỷ,55 m²,3 phòng,,7 tầng,,,"4,1 m",,Sổ đỏ/ Sổ hồng,Cơ bản,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bang-a-phuong-hoang-liet-prj-tay-nam-ho-linh-dam/chinh-chu-gui-ban-2-ngu-1-ve-sinh-hud-so-ng-37m-tng-thuy-lh-pr42197899,"3,4 tỷ",45 m²,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Dự án Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/ban-cc-3-85-ty-47m2-2pn-1wc-dep-xuat-sac-pr43084569,"3,85 tỷ",47 m²,2 phòng,1 phòng,,Tây - Bắc,Đông - Nam,,,Hợp đồng mua bán,,"Vinhomes Smart City , Tây Mỗ, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-khang-phuong-yen-hoa-2/ban-83-m2-x-5t-mt-5m-k-d-via-he-view-song-54-ty-q-cau-giay-pr43139031,54 tỷ,83 m²,5 phòng,5 phòng,5 tầng,Đông - Nam,,5 m,12 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-loc-phuong-mo-lao/-lo-goc-view-ho-o-to-tranh-thang-may-kinh-doanh-7-tang-50m2-chi-1x-ty-pr43136430,19 tỷ,50 m²,8 phòng,8 phòng,7 tầng,,,6 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lo-duc-phuong-pham-dinh-ho-prj-toa-nha-93-lo-duc-kinh-do-tower/ban-gap-2pn-dien-tich-116m2-tai-93-giao-dich-truoc-tet-gia-ban-tot-pr41833203,98 triệu/m²,127 m²,3 phòng,2 phòng,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án 93 Lò Đúc - Kinh Đô Tower, Phố Lò Đúc, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-kim-hoa-phuong-phuong-lien/can-ban-gap-dong-da-pr43137013,12 tỷ,40 m²,3 phòng,4 phòng,6 tầng,,,"4,6 m",,Sổ đỏ/ Sổ hồng,,"Phố Kim Hoa, Phường Phương Liên, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-cu-khe/ban-lo-4-tang-khi-dau-gia-lo-gach-thanh-oai-ha-noi-pr43142386,Thỏa thuận,"57,5 m²",,,,Đông - Bắc,Đông - Bắc,5 m,8 m,Sổ đỏ/ Sổ hồng,,"Xã Cự Khê, Huyện Thanh Oai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-rice-city-linh-dam/-ban-2-ngu-tay-nam-dt-70m-goc-lh-pr41271926,"4,38 tỷ",68 m²,2 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án Rice City Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/chu-nha-thu-i-von-ban-2pn-tang-trung-view-dep-dien-tich-88m2-gia-chi-3-7-ti-pr41177331,Thỏa thuận,"88,6 m²",2 phòng,2 phòng,,Đông - Nam,Đông - Nam,,,Hợp đồng mua bán,Đầy đủ,"Hà Nội Melody Residences, Bằng Liệt, Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngo-thi-nham-phuong-duong-noi-prj-anland-lakeview/chinh-chu-ban-2pn-dt-74m2-view-biet-thu-tang-18-sieu-dep-3-gia-nhinh-2-3-ty-pr32393390,Thỏa thuận,74 m²,2 phòng,2 phòng,,,,,,,,"Dự án Anland LakeView, Đường Ngô Thì Nhậm, Phường Dương Nội, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-chu-van-an-phuong-quang-trung-17-prj-samsora-premier/chinh-ban-74m2-tai-3pn-2w-ban-cong-dn-full-noi-that-cao-cap-gia-ban-3-4-ty-pr40570194,4 tỷ,74 m²,2 phòng,2 phòng,,Đông - Bắc,Đông - Nam,,,Sẵn sổ,Full nội thất.,"Dự án Samsora Premier, Đường Chu Văn An, Phường Yết Kiêu, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-khu-nha-o-90-nguyen-tuan/chinh-chu-ban-90-2-ngu-de-chuyen-doi-sang-to-moi-dep-co-slot-oto-pr40558378,"5,8 tỷ",72 m²,2 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/chinh-chu-cat-lo-sau-thanh-kan-gap-cc-73-89m2-tang-trung-view-dep-gia-4-ty-pr42403346,4 tỷ,"73,89 m²",2 phòng,2 phòng,,Đông - Bắc,Đông - Bắc,,,Hợp đồng mua bán,Cơ bản,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lac-long-quan-phuong-phu-thuong-1-prj-heritage-west-lake/-4pn-180m2-du-an-westlake-huong-dong-nam-view-truc-dien-tay-pr42586945,26 tỷ,180 m²,4 phòng,3 phòng,,,Đông - Nam,,,,Nội thất nguyên bản chủ đầu tư - mới tinh chưa ở.,"Dự án Heritage West Lake, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
