Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Mặt tiền,Đường vào,Pháp lý,Hướng ban công,Nội thất,Hướng nhà
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-tu-1-xa-kim-chung-1/-hoai-duc-pr43124550,"Đường Đại Tự, Xã Kim Chung, Hoài Đức, Hà Nội","9,4 tỷ",43 m²,6 phòng,6 phòng,6 tầng,"3,9 m",10 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-hoa-phuong-yen-hoa-2/ban-lo-moi-7-8-ty-truoc-rong-2-5m-dt-34m2-5-tang-ngo-3-gac-gan-pho-mua-o-ngay-pr42722023,"Ngõ 235, Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội","8,1 tỷ",34 m²,4 phòng,4 phòng,5 tầng,,3 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-tu-phuong-dai-kim-prj-eco-lake-view/ban-cc-hoa-hau-06-hai-ban-cong-rong-7-49-ty-110m2-3pn-2wc-san-so-hong-pr43125050,"Eco Lake View, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội","7,49 tỷ",110 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-hoa-tham-phuong-lieu-giai/ban-chcc-267-ba-dinh-66m-3-95-ty-pr43124544,"Ngõ 267, Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội","3,95 tỷ",66 m²,2 phòng,1 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ton-that-thuyet-phuong-dich-vong-hau-prj-the-premier-ha-noi/ban-lien-ke-shophouse-primer-cau-giay-noi-pr32508483,"Dự án The Premier Hà Nội, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",44 tỷ,100 m²,,,6 tầng,7 m,20 m,,,Một số nội thất cơ bản khác.,
https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-6-xa-phung-chau/can-ban-gap-tra-no-ngan-hang-4-tang-ngo-rong-o-to-vao-tan-noi-chac-chan-khach-den-xem-la-ung-pr43125035,"Đường Quốc lộ 6, Xã Phụng Châu, Chương Mỹ, Hà Nội","2,75 tỷ",32 m²,3 phòng,3 phòng,4 tầng,5 m,3 m,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-nha-rieng-pho-vinh-ninh-xa-vinh-quynh/sieu-pham-mat-moi-kinh-koong-sat-cho-truong-cac-cap-o-to-tranh-kinh-doanh-thuan-loi-pr43125034,"Phố Vĩnh Ninh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội","8,3 tỷ",66 m²,2 phòng,4 phòng,4 tầng,5 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-kho-nha-xuong-xa-nam-son-9/duong-go-don-thon-lien-xuan-soc-ha-noi-633-mv-3-95-ty-pr43124642,"Xã Nam Sơn, Sóc Sơn, Hà Nội","3,95 tỷ",633 m²,,,,15 m,5 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-nghia-dung-phuong-phuc-xa/ban-phan-lo-o-to-tranh-41m-x-4-tang-pr43124327,"Phố Nghĩa Dũng, Phường Phúc Xá, Ba Đình, Hà Nội","9,2 tỷ",41 m²,4 phòng,3 phòng,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/ban-gap-can-shop-dep-tai-gia-8-5-ty-dien-tich-41m2-dang-cho-thue-gia-tot-pr42883600,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","8,5 tỷ",41 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-xa-minh-tri/ban-dep-soc-son-thai-lai-vi-vang-cho-nha-dau-tu-pr43124466,"Xã Minh Trí, Sóc Sơn, Hà Nội","1,9 tỷ",100 m²,,,,5 m,3 m,Sổ đỏ/ Sổ hồng,,,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-thach-ban-phuong-thach-ban-1-prj-khu-nha-o-thach-ban/-gap-4-8-ty-35m2-tai-long-bien-gan-cho-va-cau-vinh-tuy-pr42905431,"Thạch Bàn, Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội","4,8 tỷ",35 m²,3 phòng,4 phòng,5 tầng,4 m,3 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-phuong-la-khe/phan-lo-via-he-7-tang-thang-may-thiet-ke-xin-so-o-ket-hop-kinh-doanh-dinh-pr43120696,"Phường La Khê, Hà Đông, Hà Nội","17,8 tỷ",48 m²,4 phòng,6 phòng,7 tầng,4 m,7 m,Sổ đỏ/ Sổ hồng,,Cơ bản,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/ban-52m2-8-5-ty-tai-nam-tu-liem-ha-noi-pr42898329,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","8,5 tỷ",52 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-rieng-xa-kieu-ky/ban-tra-gop-4-tang-45m2-gia-lam-ha-noi-duong-2-xe-o-to-tranh-pr43125128,"Xã Kiêu Kỵ, Gia Lâm, Hà Nội","5,8 tỷ",45 m²,5 phòng,4 phòng,4 tầng,4 m,6 m,Sổ đỏ/ Sổ hồng,Tây - Bắc,Cơ bản full nội thất cao cấp.,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-gia-thuy/ban-tai-long-bien-6-ty-38m2-3pn-4wc-5-tang-mt-4-m-o-to-kinh-doanh-pr42810219,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",6 tỷ,38 m²,3 phòng,4 phòng,5 tầng,4 m,3 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-nhan-phuong-thanh-nhan/hot-toa-ccmn-pho-hbt-canh-dh-bach-kinh-xay-55m-6t-11p-full-nt-gia-dau-tu-pr43125031,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","12,5 tỷ",55 m²,11 phòng,11 phòng,5 tầng,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-cau-dien-prj-iris-garden/chinh-chu-ban-135m2-3pn-cc-my-dinh-tang-trung-so-do-gia-8-ty-lh-pr43123162,"Dự án Iris Garden, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",8 tỷ,135 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Nam,Cơ bản,Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-toa-chdv-dong-tien-1-2-ty-nam-20p-khep-kin-15m-ra-pho-ba-gac-do-thang-may-85m-pr42516234,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","14,9 tỷ",75 m²,17 phòng,17 phòng,6 tầng,,3 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-xuan-quang-thi-tran-trau-quy/cuc-hiem-dep-45m2-hai-thoang-o-to-do-cong-day-du-noi-that-sat-vin-nhinh-6-ty-pr43125114,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","6,8 tỷ",45 m²,3 phòng,3 phòng,3 tầng,4 m,6 m,Sổ đỏ/ Sổ hồng,,Đầy đủ nội thất.,
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-van-chuong-phuong-van-chuong/ban-kham-thien-35m-x-4t-ngo-thong-kinh-doanh-10m-ra-o-to-tranh-gia-chi-8-ty-pr43125007,"Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội",8 tỷ,35 m²,,,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-times-tower-le-van-luong/-gia-chuan-ban-goc-3-ngu-2wc-128m2-ban-cong-dong-nam-so-do-chu-gia-9-8-ty-pr43084453,"Dự án Times Tower Lê Văn Lương, 35 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội","9,8 tỷ",128 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-nhan-chinh-prj-ha-noi-center-point/-chu-ban-2pn-2wc-70m2-toa-hn-nha-dep-du-do-san-so-do-gia-6-5-ty-pr43094465,"Hà Nội Center Point, 27, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội","6,5 tỷ",70 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hong-tien-phuong-bo-de/ban-710m2-toa-5-tang-tren-50-ng-doanh-thu-tren-160tr-t-170tr-m2-pr39441216,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",160 tỷ,710 m²,50 phòng,50 phòng,5 tầng,20 m,40 m,Sổ đỏ/ Sổ hồng,,Đầy đủ.,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/-gia-chuan-ban-goc-4-ngu-140m2-nha-dep-noi-that-xin-co-slot-o-gia-9-6-ty-pr43094608,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","9,6 tỷ",140 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-son-phuong-khuong-thuong/-pho-tam-dong-da-36m-x-6-tang-mat-tien-5m-gia-chi-12-ty-pr43124930,"Đường Tây Sơn, Phường Khương Thượng, Đống Đa, Hà Nội",12 tỷ,36 m²,,,6 tầng,5 m,,Sổ đỏ/ Sổ hồng,,Nội thất cao cấp.,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quang-trung-phuong-la-khe-prj-tieu-khu-do-thi-nam-la-khe/mat-truc-chinh-kdt-dep-gia-dau-tu-368-trung-pr43125100,"Nam La Khê, 368, Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội","12,8 tỷ",60 m²,5 phòng,5 phòng,5 tầng,"3,8 m","13,5 m",Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-thong-nhat-complex/-chinh-chu-ban-3-ngu-dien-tich-90m2-nha-dep-du-do-co-slot-o-to-so-do-pr43094650,"Thống Nhất Complex, 82, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","7,8 tỷ",90 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-ngoc-lam-2/ban-nguyen-van-cu-40m2-5-tang-full-noi-that-oto-do-cong-chi-7-05-giao-thong-thuan-tien-pr43125099,"Phường Ngọc Lâm, Long Biên, Hà Nội","7,1 tỷ",40 m²,3 phòng,4 phòng,5 tầng,,,,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-prj-home-city-trung-kinh/ban-cc-me-complex-5-6-ty-59m2-2-ngu-2-vs-kng-view-nghia-trang-pr43125027,"Dự án Home City - Trung Kính Complex, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội","5,6 tỷ",59 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Bắc,Đầy đủ,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-yen-nghia-1-prj-sol-lake-villa/chinh-chu-can-ban-bt-200m2-mt10m-gia-17-5-ty-khu-d-nam-cuong-canh-ho-3-6ha-lh-pr39065436,"Dự án Sol Lake Villa, Phường Yên Nghĩa, Hà Đông, Hà Nội",34 tỷ,200 m²,,,,10 m,,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/-gia-chuan-ban-goc-3pn-2wc-ban-cong-dong-nam-nha-dep-noi-that-xin-gia-7-99-ty-toa-17t-pr43094864,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội","7,99 tỷ",125 m²,3 phòng,3 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-32-xa-tan-lap-24-prj-khu-do-thi-moi-tan-tay-do/ban-goc-80m2-2pn-2wc-goc-hai-mat-thoang-full-co-ban-so-san-pr38901101,"Dự án Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội",Thỏa thuận,91 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-golden-palm-le-van-luong/-gia-chuan-ban-goc-3-ngu-2wc-110m2-ban-cong-dong-nam-nha-dep-san-so-gia-9-4-ty-palm-pr43099954,"Dự án The Golden Palm Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội","9,4 tỷ",110 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-phu-shop-villa/chinh-chu-b-c-bt-kd-tot-mat-27m-dt-202-5m2-gia-40-ty-lh-pr39052137,"Dự án An Phú Shop Villa, Phường Dương Nội, Hà Đông, Hà Nội",Thỏa thuận,"202,5 m²",,,3 tầng,,27 m,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-an-quy-villa-kdt-duong-noi/cdt-nam-cuong-mo-b-bt-ch-le-qug-dao-ck-len-toi-14-lh-pr39612235,"Dự án An Quý Villa - KĐT Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",40 tỷ,198 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-seasons-avenue/-re-vo-dich-ban-2-ngu-2wc-85m2-season-nha-dep-du-do-so-do-gia-chi-5-6-ty-pr43102068,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội","5,6 tỷ",85 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-dat-duong-la-tinh-xa-dong-la/con-sot-i-manh-duy-nhat-tai-gan-500-m2-mat-tien-hon-20m-gia-sieu-re-pr42662088,"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội","4,9 tỷ",490 m²,,,,,5 m,Sổ đỏ/ Sổ hồng,,,Tây - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-solasta-mansion-duong-noi/cdt-nam-cuong-ra-mat-khu-b-chiet-khau-len-den-16-gtsp-quy-can-dep-nhat-du-an-lh-pr39544848,"Dự án Solasta Mansion, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",24 tỷ,170 m²,,,,,15 m,Sổ đỏ/ Sổ hồng,,,Đông - Nam
https://batdongsan.com.vn/ban-dat-xa-cu-khe/ban-dau-gia-lo-gach-thanh-oai-hn-pr43124775,"Xã Cự Khê, Thanh Oai, Hà Nội","5,95 tỷ","57,5 m²",,,,5 m,7 m,Sổ đỏ/ Sổ hồng,,,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-vien-phuong-bo-de/ban-tai-23-5-ty-135-m2-mat-tien-15m-pr43124956,"Đường Phú Viên, Phường Bồ Đề, Long Biên, Hà Nội","23,5 tỷ",135 m²,,,,15 m,,Sổ đỏ/ Sổ hồng,,Không nội thất,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-green-diamond-93-lang-ha/-chinh-chu-ban-goc-dong-nam-3pn-2wc-150m2-nha-dep-view-co-so-do-gia-16-ty-93-ha-pr43125092,"Dự án Green Diamond 93 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",16 tỷ,150 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-dat-xa-tien-phong-8/ban-thon-do-ha-me-linh-o-to-vao-tan-noi-gan-cho-so-do-cat-ket-pr43124771,"Thôn Do Hạ, Xã Tiền Phong, Mê Linh, Hà Nội","2,98 tỷ",70 m²,,,,4 m,3 m,Sổ đỏ/ Sổ hồng,,,Đông - Nam
https://batdongsan.com.vn/ban-dat-duong-pho-yen-xa-tien-phong-8/85-5m-ng-me-linh-ngay-sat-ql23b-o-to-vao-53-5tr-m-re-nhat-khu-vuc-pr43097589,"Đường Phố Yên, Xã Tiền Phong, Mê Linh, Hà Nội",54 triệu/m²,"72,5 m²",,,,,4 m,,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-phung-hung-1-phuong-phuc-la/phan-lo-can-bo-vien-quan-y-103-45m-5-tang-oto-do-cua-pr42971252,"Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",12 tỷ,45 m²,4 phòng,4 phòng,5 tầng,4 m,4 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/chu-ban-2pn-2wc-65m2-4-2-ty-tai-cau-giay-ha-noi-pr43125088,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội","4,2 tỷ",65 m²,2 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quoc-vuong-phuong-dich-vong-hau/97m-x-5-tang-mt-8-4m-11-6-ty-119tr-m-dong-tien-13pn-so-rieng-pr43124865,"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","11,6 tỷ",97 m²,13 phòng,13 phòng,5 tầng,"8,4 m",,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-chi-thanh-phuong-lang-thuong/ban-58-5-ty-84-m2-dong-da-ha-noi-pr43124692,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội","58,5 tỷ",84 m²,,,,"9,4 m",,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-trung-van-prj-khu-do-thi-moi-phung-khoang/chinh-chu-can-ban-gap-bt-nam-cuong-dt-145m2-gia-40-ty-canh-ho-pk-12ha-lh-pr40488777,"Dự án Phùng Khoang, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",40 tỷ,145 m²,,,3 tầng,,24 m,Sổ đỏ/ Sổ hồng.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-c37-bo-cong-an-bac-ha-tower/-chinh-chu-ban-3pn-2wc-100m2-tang-view-nha-dep-san-so-do-gia-6-5-ty-toa-c37-pr43125083,"Dự án C37 Bộ Công An - Bắc Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội","6,5 tỷ",100 m²,3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng.,Đông - Nam,Đầy đủ,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-thach-ban-1-prj-khu-nha-o-thach-ban/-32-m-5-tang-ngo-rong-thoang-sang-gia-dau-tu-pr43125030,"Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",5 tỷ,32 m²,3 phòng,4 phòng,5 tầng,4 m,2 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-quan-hoa/chinh-chu-nho-ban-gap-8-5-ty-dt-40m2x-6-tang-thang-may-xay-moi-gan-pho-pr43124739,"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội","8,5 tỷ",40 m²,3 phòng,,6 tầng,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hoang-sam-phuong-nghia-do-1/sieu-pham-cau-giay-lo-goc-3-t-kinh-anh-da-nganh-thang-may-pr43124627,"Phố Hoàng Sâm, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",40 tỷ,80 m²,10 phòng,10 phòng,8 tầng,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/chinh-chu-can-ban-2-mat-tien-30m-truc-vincom-grand-world-trung-tam-trien-lam-pr41259267,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Thỏa thuận,80 m²,,,,5 m,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-loai-bat-dong-san-khac-pho-bach-mai-phuong-truong-dinh-prj-vinaconex-diamond-tower/quy-can-doc-quyen-tang-dep-8-9-10-21-22-23-24-so-huu-ngay-vp-quan-hai-ba-trung-chi-50tr-m2-pr43124662,"Dự án Vinaconex Diamond Tower, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",52 triệu/m²,232 m²,,2 phòng,,,,Sổ đỏ/ Sổ hồng,,Không nội thất,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-mulberry-lane/ban-cc-3-5-ty-46m2-1pn-1wc-phap-ly-day-du-yen-tam-giao-dich-sdt-pr43125067,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội","3,5 tỷ",46 m²,1 phòng,1 phòng,,,,Sổ đỏ/ Sổ hồng,Đông - Bắc,Đầy đủ,Tây - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/cuoc-dich-chuyen-tu-ngo-ra-pho-san-hang-dep-trung-tam-ha-noi-chi-tu-15-ty-day-du-tien-ich-pr41827553,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","15,55 tỷ",63 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dan-hoi-xa-tan-hoi-7-prj-vinhomes-wonder-city/toi-g-co-quy-can-dep-da-g-bt-lk-vin-phuong-gia-dau-tu-f0-ai-can-lh-pr42342882,"Dự án Vinhomes Wonder Park, Đường Đan Hội, Xã Tân Hội, Đan Phượng, Hà Nội",Thỏa thuận,100 m²,,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/-goc-chinh-chu-10-5-ty-gd-ban-3pn-98-5m2-2wc-noi-that-do-co-ban-tai-vinmes-skylake-pr43125033,"Vinhomes Skylake, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội","10,5 tỷ","98,5 m²",3 phòng,2 phòng,,,,Sổ đỏ/ Sổ hồng,Tây - Nam,Đầy đủ,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-so-prj-galia-hanoi/ang-mai-von-3-ty-huu-ngay-cc-3n-96m2-tai-ck-19-tt-gian-tien-do-2028-pr43125064,"Dự án Galia Hanoi, Phường Yên Sở, Hoàng Mai, Hà Nội",Thỏa thuận,46 m²,1 phòng,1 phòng,,,,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-dat-xa-binh-yen-1/ban-112m2-lang-hoa-lac-tuyen-2-nam-giua-thu-phu-cua-cac-nha-tro-cho-sinh-vien-dai-hoc-fpt-pr43124056,"Xã Bình Yên, Thạch Thất, Hà Nội",39 triệu/m²,112 m²,,,,"4,7 m",,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-endless-skyline-west-lake/kng-the-bo-qua-chinh-chu-marriott-tay-tang-cao-view-re-n-300tr-lh-pr41424810,"Dự án Endless Skyline West Lake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Thỏa thuận,83 m²,2 phòng,,,,,Sổ đỏ/ Sổ hồng,,,
https://batdongsan.com.vn/ban-dat-xa-tien-duong/chinh-chu-gui-ban-le-phap-dong-anh-lh-e-ba-pr43089187,"Thôn Lễ Pháp, Xã Tiên Dương, Đông Anh, Hà Nội",Thỏa thuận,48 m²,,,,4 m,3 m,Sổ đỏ/ Sổ hồng,,,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-bach-mai/ban-dep-tu-xay-2-mat-thoang-o-luon-ngo-rong-gan-lon-pr42828950,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","7,8 tỷ",40 m²,4 phòng,4 phòng,4 tầng,"4,5 m",3 m,Sổ đỏ/ Sổ hồng,,Đầy đủ,
https://batdongsan.com.vn/ban-nha-rieng-duong-be-van-dan-phuong-quang-trung-17/-54m2-5t-thang-may-co-gara-o-to-3-thoang-vinh-vien-tai-khu-phan-lo-gia-13-5-ty-pr42993021,"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội","13,5 tỷ",54 m²,4 phòng,4 phòng,5 tầng,"8,4 m",6 m,Sổ đỏ/ Sổ hồng,Đông - Bắc,Cơ bản,Tây - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-dang-ninh-phuong-phu-la/cuc-dep-can-37-5m-5t-tai-ngay-sat-buu-dien-chi-13-5-ty-pr42963631,"54, Đường Trần Đăng Ninh, Phường Phú La, Hà Đông, Hà Nội","13,5 tỷ","37,5 m²",4 phòng,4 phòng,5 tầng,"3,75 m","12,5 m",Sổ đỏ/ Sổ hồng,Tây - Bắc,Cơ bản,Đông - Nam
